"EVENT_DATE	YEAR	TIME_PRECISION	EVENT_TYPE	INTERACTION	COUNTRY	ADMIN1	ADMIN2	LATITUDE	LONGITUDE	GEO_PRECISION	FATALITIES	latlong"
"16/02/2016	2016	1	Remote violence	13	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	0	""-0.36029,42.546261"""
"17/02/2016	2016	1	Remote violence	23	Somalia	Jubbada Dhexe	Buaale	1.45182	42.95175	1	2	""1.45182,42.951752"""
"17/02/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Hoose	Marka	1.65840	44.57998	1	0	""1.6584,44.57998"""
"17/02/2016	2016	1	Riots/Protests	15	Somalia	Woqooyi Galbeed	Hargeysa	9.55975	44.06678	1	0	""9.55975,44.06678"""
"17/02/2016	2016	1	Strategic development	37	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	0	""-0.36029,42.546261"""
"17/02/2016	2016	1	Remote violence	38	Somalia	Shabeellaha Hoose	Baraawe	1.44809	44.32775	1	0	""1.44809,44.32775"""
"17/02/2016	2016	1	Violence against civilians	17	Somalia	Bay	Baydhabo	3.12916	43.69770	1	0	""3.12916,43.6977"""
"17/02/2016	2016	1	Violence against civilians	37	Somalia	Awdal	Baki	10.52959	44.13137	1	0	""10.52959,44.13137"""
"17/02/2016	2016	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.06777	45.35000	1	0	""2.067771,45.35"""
"18/02/2016	2016	1	Violence against civilians	37	Somalia	Bari	Bossaso	11.28366	49.18060	1	1	""11.28366,49.1806"""
"18/02/2016	2016	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.08438	45.39000	1	0	""2.084381,45.39"""
"18/02/2016	2016	1	Strategic development	37	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	0	""-0.36029,42.546261"""
"18/02/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Marka	1.70870	44.69605	1	0	""1.708698,44.69605"""
"18/02/2016	2016	1	Battle-No change of territory	28	Somalia	Gedo	Baardheere	2.44864	41.96924	1	20	""2.44864,41.969238"""
"19/02/2016	2016	1	Battle-No change of territory	13	Somalia	Shabeellaha Hoose	Marka	1.71305	44.76388	1	3	""1.71305,44.76388"""
"20/02/2016	2016	1	Remote violence	37	Somalia	Shabeellaha Hoose	Baraawe	1.11477	44.03043	1	0	""1.11477,44.03043"""
"20/02/2016	2016	1	Battle-No change of territory	11	Somalia	Gedo	Belet Xaawo	3.78074	41.89431	1	0	""3.78074,41.89431"""
"20/02/2016	2016	1	Battle-No change of territory	24	Somalia	Mudug	Hobyo	5.00580	48.26990	1	8	""5.0058,48.2699"""
"20/02/2016	2016	1	Riots/Protests	16	Somalia	Sanaag	Ceerigaabo	10.62182	47.36813	1	0	""10.621822,47.36813"""
"20/02/2016	2016	1	Remote violence	28	Somalia	Gedo	Garbahaarey	3.32800	42.21988	2	0	""3.328,42.219879"""
"20/02/2016	2016	1	Riots/Protests	60	Somalia	Sool	Lascaanod	8.47358	47.35441	1	0	""8.473575,47.354409"""
"20/02/2016	2016	1	Battle-No change of territory	13	Somalia	Shabeellaha Hoose	Marka	1.71305	44.76388	1	0	""1.71305,44.76388"""
"21/02/2016	2016	1	Remote violence	27	Somalia	Bay	Baydhabo	3.11718	43.64690	1	0	""3.11718,43.6469"""
"21/02/2016	2016	1	Battle-No change of territory	12	Somalia	Bakool	Xudur	4.26505	43.48478	1	0	""4.26505,43.48478"""
"21/02/2016	2016	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.08438	45.39000	1	0	""2.084381,45.39"""
"21/02/2016	2016	1	Riots/Protests	16	Somalia	Sool	Lascaanod	8.47358	47.35441	1	0	""8.473575,47.354409"""
"21/02/2016	2016	1	Riots/Protests	60	Somalia	Awdal	Lughaye	10.68253	43.94315	1	0	""10.682525,43.943153"""
"21/02/2016	2016	1	Riots/Protests	60	Somalia	Banaadir	Mogadisho	2.04139	45.33372	1	0	""2.04139,45.333721"""
"22/02/2016	2016	1	Battle-No change of territory	28	Somalia	Bay	Baydhabo	3.11718	43.64690	1	10	""3.11718,43.6469"""
"22/02/2016	2016	1	Battle-No change of territory	11	Somalia	Bay	Baydhabo	3.11718	43.64690	1	1	""3.11718,43.6469"""
"22/02/2016	2016	1	Battle-No change of territory	11	Somalia	Galguduud	Cadaado	6.14568	46.62712	1	4	""6.14568,46.62712"""
"22/02/2016	2016	1	Battle-No change of territory	23	Somalia	Mudug	Gaalkacyo	6.76924	47.43061	3	22	""6.76924,47.430611"""
"22/02/2016	2016	1	Battle-No change of territory	28	Somalia	Bay	Buur Xakaba	2.71437	44.50902	1	0	""2.71437,44.50902"""
"22/02/2016	2016	1	Strategic development	12	Somalia	Banaadir	Mogadisho	2.05492	45.33000	1	0	""2.054921,45.33"""
"22/02/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Hoose	Wanla Weyn	2.62947	44.69768	1	11	""2.62947,44.69768"""
"22/02/2016	2016	1	Remote violence	13	Somalia	Banaadir	Mogadisho	2.06777	45.35000	1	0	""2.067771,45.35"""
"23/02/2016	2016	1	Remote violence	37	Somalia	Shabeellaha Hoose	Afgooye	2.15000	45.11600	1	0	""2.15,45.116"""
"23/02/2016	2016	1	Violence against civilians	37	Somalia	Shabeellaha Hoose	Afgooye	2.15000	45.11600	1	0	""2.15,45.116"""
"23/02/2016	2016	1	Battle-No change of territory	12	Somalia	Bakool	Xudur	4.18374	43.99583	1	0	""4.183739,43.995831"""
"23/02/2016	2016	1	Strategic development	12	Somalia	Banaadir	Mogadisho	2.04393	45.30000	1	0	""2.043926,45.3"""
"23/02/2016	2016	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.06777	45.35000	1	0	""2.067771,45.35"""
"24/02/2016	2016	1	Violence against civilians	37	Somalia	Bay	Baydhabo	3.11718	43.64690	1	3	""3.11718,43.6469"""
"24/02/2016	2016	1	Battle-No change of territory	11	Somalia	Bay	Baydhabo	3.11718	43.64690	1	3	""3.11718,43.6469"""
"24/02/2016	2016	1	Non-violent transfer of territory	12	Somalia	Shabeellaha Dhexe	Jowhar	2.88306	45.59028	1	0	""2.88306,45.590279"""
"24/02/2016	2016	1	Non-violent transfer of territory	12	Somalia	Shabeellaha Dhexe	Jowhar	3.20477	45.75518	1	0	""3.20477,45.75518"""
"24/02/2016	2016	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.07350	45.28000	1	1	""2.073503,45.28"""
"24/02/2016	2016	1	Riots/Protests	60	Somalia	Sool	Caynabo	9.47107	46.62836	1	0	""9.47107,46.62836"""
"24/02/2016	2016	1	Battle-No change of territory	13	Somalia	Mudug	Gaalkacyo	6.76924	47.43061	2	0	""6.76924,47.430611"""
"24/02/2016	2016	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.08438	45.39000	1	0	""2.084381,45.39"""
"24/02/2016	2016	1	Riots/Protests	15	Somalia	Sool	Lascaanod	8.47358	47.35441	1	0	""8.473575,47.354409"""
"24/02/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Dhexe	Jowhar	2.92520	45.63927	1	0	""2.9252,45.63927"""
"24/02/2016	2016	1	Remote violence	14	Somalia	Togdheer	Buuhoodle	8.45412	46.70832	1	0	""8.45412,46.70832"""
"25/02/2016	2016	1	Violence against civilians	17	Somalia	Bay	Baydhabo	3.11718	43.64690	1	2	""3.11718,43.6469"""
"25/02/2016	2016	1	Battle-No change of territory	28	Somalia	Bay	Baydhabo	3.03985	43.79688	1	4	""3.03985,43.796879"""
"25/02/2016	2016	1	Strategic development	37	Somalia	Banaadir	Mogadisho	2.00950	45.25000	1	0	""2.009499,45.25"""
"25/02/2016	2016	1	Violence against civilians	47	Somalia	Bari	Qardho	9.78070	49.73008	1	1	""9.7807,49.73008"""
"25/02/2016	2016	1	Remote violence	28	Somalia	Gedo	Garbahaarey	3.50187	42.15471	1	10	""3.50187,42.15471"""
"25/02/2016	2016	1	Remote violence	27	Somalia	Banaadir	Mogadisho	2.04105	45.33684	1	4	""2.041051,45.336843"""
"25/02/2016	2016	1	Battle-No change of territory	14	Somalia	Togdheer	Buuhoodle	8.45412	46.70832	1	0	""8.45412,46.70832"""
"25/02/2016	2016	1	Violence against civilians	37	Somalia	Hiiraan	Belet Weyne	4.67913	45.28853	1	2	""4.67913,45.28853"""
"26/02/2016	2016	1	Violence against civilians	27	Somalia	Bakool	Xudur	4.15070	44.21190	1	1	""4.1507,44.2119"""
"26/02/2016	2016	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.03389	45.33861	1	20	""2.033889,45.338611"""
"26/02/2016	2016	1	Battle-No change of territory	13	Somalia	Shabeellaha Hoose	Marka	1.71305	44.76388	1	0	""1.71305,44.76388"""
"26/02/2016	2016	1	Battle-No change of territory	28	Somalia	Bakool	Waajid	3.80958	43.24628	2	0	""3.80958,43.24628"""
"26/02/2016	2016	1	Battle-No change of territory	28	Somalia	Bakool	Xudur	4.12303	43.89012	1	10	""4.12303,43.890121"""
"27/02/2016	2016	1	Battle-No change of territory	13	Somalia	Hiiraan	Belet Weyne	4.73598	45.20427	1	1	""4.735984,45.204268"""
"27/02/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Hoose	Marka	1.74928	44.74372	1	0	""1.749276,44.743717"""
"27/02/2016	2016	1	Non-violent transfer of territory	14	Somalia	Sool	Lascaanod	8.52678	48.17374	1	0	""8.526779,48.17374"""
"27/02/2016	2016	1	Remote violence	28	Somalia	Shabeellaha Hoose	Marka	1.80873	44.79943	1	0	""1.80873,44.79943"""
"27/02/2016	2016	1	Battle-No change of territory	44	Somalia	Sanaag	Ceel Afweyn	9.86889	47.14472	1	0	""9.86889,47.14472"""
"27/02/2016	2016	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.08438	45.39000	1	1	""2.084381,45.39"""
"27/02/2016	2016	1	Remote violence	28	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	0	""-0.36029,42.546261"""
"27/02/2016	2016	1	Battle-No change of territory	13	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	0	""-0.36029,42.546261"""
"27/02/2016	2016	1	Riots/Protests	60	Somalia	Awdal	Lughaye	10.68253	43.94315	1	0	""10.682525,43.943153"""
"27/02/2016	2016	1	Battle-No change of territory	12	Somalia	Bakool	Xudur	3.95452	44.19226	1	0	""3.95452,44.19226"""
"27/02/2016	2016	1	Non-violent transfer of territory	28	Somalia	Shabeellaha Dhexe	Jowhar	2.78187	45.81511	1	0	""2.78187,45.81511"""
"27/02/2016	2016	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.06777	45.35000	1	1	""2.067771,45.35"""
"28/02/2016	2016	1	Riots/Protests	60	Somalia	Sanaag	Badhan	10.71344	48.33253	1	0	""10.713436,48.332528"""
"28/02/2016	2016	1	Violence against civilians	27	Somalia	Bay	Baydhabo	3.11718	43.64690	1	37	""3.11718,43.6469"""
"28/02/2016	2016	1	Violence against civilians	16	Somalia	Bay	Baydhabo	3.11718	43.64690	1	1	""3.11718,43.6469"""
"28/02/2016	2016	1	Violence against civilians	17	Somalia	Nugaal	Garowe	8.45582	48.39132	1	1	""8.45582,48.39132"""
"28/02/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Dhexe	Jowhar	2.93620	45.79202	1	2	""2.9362,45.79202"""
"28/02/2016	2016	1	Violence against civilians	47	Somalia	Hiiraan	Belet Weyne	4.92629	45.21723	1	1	""4.92629,45.21723"""
"28/02/2016	2016	1	Riots/Protests	60	Somalia	Awdal	Zeylac	11.45990	43.25911	1	0	""11.459901,43.259107"""
"28/02/2016	2016	1	Violence against civilians	47	Somalia	Mudug	Jariiban	7.16667	48.60000	1	1	""7.166667,48.6"""
"28/02/2016	2016	1	Remote violence	38	Somalia	Jubbada Hoose	Afmadow	0.30463	41.43938	1	0	""0.30463,41.43938"""
"29/02/2016	2016	1	Battle-No change of territory	12	Somalia	Jubbada Hoose	Kismayo	-0.49056	42.19694	1	3	""-0.490556,42.196944"""
"29/02/2016	2016	1	Battle-No change of territory	12	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	2	0	""-0.36029,42.546261"""
"29/02/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.05368	45.05478	1	1	""2.05368,45.054779"""
"29/02/2016	2016	1	Non-violent transfer of territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.05368	45.05478	1	0	""2.05368,45.054779"""
"29/02/2016	2016	1	Remote violence	14	Somalia	Togdheer	Buuhoodle	8.47389	46.29056	1	0	""8.473889,46.290556"""
"29/02/2016	2016	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.02053	45.28967	1	0	""2.020525,45.289666"""
"29/02/2016	2016	1	Riots/Protests	60	Somalia	Banaadir	Mogadisho	2.02053	45.28967	1	0	""2.020525,45.289666"""
"29/02/2016	2016	1	Remote violence	14	Somalia	Togdheer	Buuhoodle	8.55281	46.22389	1	0	""8.552813,46.223893"""
"29/02/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Hoose	Qoryooley	1.78586	44.53130	1	0	""1.78586,44.5313"""
"01/03/2016	2016	1	Battle-No change of territory	12	Somalia	Bakool	Xudur	4.12090	44.03645	1	0	""4.1209,44.03645"""
"01/03/2016	2016	1	Battle-No change of territory	12	Somalia	Jubbada Hoose	Kismayo	-0.49056	42.19694	1	7	""-0.490556,42.196944"""
"01/03/2016	2016	1	Remote violence	13	Somalia	Shabeellaha Hoose	Afgooye	2.15000	45.11600	2	4	""2.15,45.116"""
"01/03/2016	2016	1	Violence against civilians	47	Somalia	Togdheer	Sheekh	10.11463	45.27029	1	1	""10.11463,45.27029"""
"01/03/2016	2016	1	Battle-No change of territory	23	Somalia	Mudug	Hobyo	6.35960	48.62820	1	0	""6.3596,48.6282"""
"01/03/2016	2016	1	Riots/Protests	15	Somalia	Sanaag	Ceel Afweyn	9.92925	47.21727	1	0	""9.92925,47.21727"""
"01/03/2016	2016	1	Battle-No change of territory	23	Somalia	Mudug	Xarardheere	4.48020	47.95150	1	0	""4.4802,47.9515"""
"01/03/2016	2016	1	Remote violence	13	Somalia	Banaadir	Mogadisho	2.04139	45.33372	2	4	""2.04139,45.333721"""
"01/03/2016	2016	1	Riots/Protests	60	Somalia	Bari	Qandala	11.47100	49.87262	1	0	""11.471,49.87262"""
"01/03/2016	2016	1	Battle-No change of territory	13	Somalia	Shabeellaha Hoose	Afgooye	2.07212	45.22315	1	0	""2.072119,45.223147"""
"02/03/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.15000	45.11600	1	0	""2.15,45.116"""
"02/03/2016	2016	1	Riots/Protests	15	Somalia	Sanaag	Ceerigaabo	10.62182	47.36813	1	0	""10.621822,47.36813"""
"02/03/2016	2016	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.07350	45.28000	1	0	""2.073503,45.28"""
"02/03/2016	2016	1	Battle-No change of territory	33	Somalia	Galguduud	Dhuusamarreeb	5.53764	46.38670	1	10	""5.537643,46.386698"""
"02/03/2016	2016	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.04393	45.30000	1	1	""2.043926,45.3"""
"02/03/2016	2016	1	Non-violent transfer of territory	33	Somalia	Galguduud	Dhuusamarreeb	5.74987	46.51057	1	0	""5.74987,46.51057"""
"02/03/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Marka	1.71305	44.76388	1	2	""1.71305,44.76388"""
"02/03/2016	2016	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.02053	45.28967	1	0	""2.020525,45.289666"""
"02/03/2016	2016	1	Battle-No change of territory	12	Somalia	Bakool	Xudur	4.12303	43.89012	2	6	""4.12303,43.890121"""
"03/03/2016	2016	1	Remote violence	27	Somalia	Shabeellaha Hoose	Afgooye	2.15000	45.11600	1	0	""2.15,45.116"""
"03/03/2016	2016	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.04803	45.32000	1	0	""2.048031,45.32"""
"03/03/2016	2016	1	Remote violence	37	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	0	""-0.36029,42.546261"""
"03/03/2016	2016	1	Battle-No change of territory	12	Somalia	Bay	Baydhabo	3.12916	43.69770	1	0	""3.12916,43.6977"""
"03/03/2016	2016	1	Battle-No change of territory	28	Somalia	Bay	Diinsoor	2.60932	43.17174	1	0	""2.60932,43.17174"""
"03/03/2016	2016	1	Violence against civilians	47	Somalia	Jubbada Hoose	Kismayo	-0.13020	42.57433	1	1	""-0.1302,42.57433"""
"03/03/2016	2016	1	Riots/Protests	50	Somalia	Sanaag	Ceel Afweyn	9.92925	47.21727	1	0	""9.92925,47.21727"""
"04/03/2016	2016	1	Riots/Protests	55	Somalia	Sanaag	Ceerigaabo	10.62182	47.36813	1	0	""10.621822,47.36813"""
"05/03/2016	2016	1	Remote violence	38	Somalia	Gedo	Baardheere	2.33993	42.28598	1	3	""2.339925,42.285981"""
"05/03/2016	2016	1	Remote violence	28	Somalia	Gedo	Bardheere	2.33956	42.27503	1	0	""2.33956,42.27503"""
"05/03/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Dhexe	Jowhar	3.20720	45.75927	1	0	""3.2072,45.75927"""
"05/03/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Hoose	Marka	1.65840	44.57998	1	0	""1.6584,44.57998"""
"05/03/2016	2016	1	Strategic development	20	Somalia	Bay	Baydhabo	3.31817	43.47315	1	1	""3.31817,43.473148"""
"05/03/2016	2016	1	Remote violence	78	Somalia	Shabeellaha Hoose	Marka	1.80000	44.70000	1	0	""1.8,44.7"""
"05/03/2016	2016	1	Remote violence	38	Somalia	Jubbada Dhexe	Jilib	0.48330	42.76660	1	0	""0.4833,42.7666"""
"05/03/2016	2016	1	Strategic development	12	Somalia	Shabeellaha Hoose	Qoryooley	1.78586	44.53130	1	0	""1.78586,44.5313"""
"05/03/2016	2016	1	Battle-No change of territory	13	Somalia	Shabeellaha Hoose	Qoryooley	1.78586	44.53130	1	0	""1.78586,44.5313"""
"06/03/2016	2016	1	Riots/Protests	16	Somalia	Woqooyi Galbeed	Gebiley	9.38694	43.51750	1	0	""9.386944,43.5175"""
"06/03/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Baraawe	1.11477	44.03043	1	0	""1.11477,44.03043"""
"06/03/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Hoose	Baraawe	1.14755	44.00390	1	0	""1.14755,44.0039"""
"06/03/2016	2016	1	Remote violence	28	Somalia	Hiiraan	Bulo Burto	3.55070	45.05592	1	150	""3.5507,45.05592"""
"06/03/2016	2016	1	Battle-No change of territory	13	Somalia	Shabeellaha Hoose	Marka	1.70870	44.69605	1	0	""1.708698,44.69605"""
"07/03/2016	2016	1	Remote violence	27	Somalia	Hiiraan	Belet Weyne	4.73598	45.20427	1	0	""4.735984,45.204268"""
"07/03/2016	2016	1	Violence against civilians	37	Somalia	Togdheer	Burao	9.74503	45.63403	1	0	""9.745026,45.634033"""
"07/03/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Hoose	Qoryooley	1.78586	44.53130	1	0	""1.78586,44.5313"""
"07/03/2016	2016	1	Violence against civilians	47	Somalia	Mudug	Gaalkacyo	6.71667	47.00000	1	2	""6.71667,47"""
"08/03/2016	2016	1	Battle-No change of territory	14	Somalia	Togdheer	Buuhoodle	8.44057	46.84215	1	0	""8.44057,46.84215"""
"08/03/2016	2016	1	Battle-No change of territory	11	Somalia	Gedo	Garbahaarey	3.16853	42.49469	1	1	""3.16853,42.49469"""
"08/03/2016	2016	1	Violence against civilians	47	Somalia	Mudug	Gaalkacyo	6.76924	47.43061	2	0	""6.76924,47.430611"""
"08/03/2016	2016	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.04803	45.32000	1	1	""2.048031,45.32"""
"08/03/2016	2016	1	Remote violence	38	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	0	""-0.36029,42.546261"""
"09/03/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Afgooye	1.98330	44.83330	1	4	""1.9833,44.8333"""
"09/03/2016	2016	1	Remote violence	13	Somalia	Banaadir	Mogadisho	2.07000	45.37000	1	4	""2.07,45.37"""
"09/03/2016	2016	1	Remote violence	13	Somalia	Bay	Baydhabo	2.93309	43.69705	1	0	""2.93309,43.69705"""
"09/03/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.09955	45.16352	1	0	""2.09955,45.16352"""
"09/03/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Marka	1.70870	44.69605	1	2	""1.708698,44.69605"""
"09/03/2016	2016	1	Remote violence	13	Somalia	Banaadir	Mogadisho	2.01951	45.31000	1	0	""2.019514,45.31"""
"09/03/2016	2016	1	Headquarters or base established	10	Somalia	Togdheer	Buuhoodle	8.53583	46.59056	1	0	""8.53583,46.59056"""
"10/03/2016	2016	1	Remote violence	13	Somalia	Gedo	Baardheere	2.33993	42.28598	1	0	""2.339925,42.285981"""
"10/03/2016	2016	1	Non-violent transfer of territory	14	Somalia	Togdheer	Buuhoodle	8.62001	46.49813	1	0	""8.62001,46.49813"""
"10/03/2016	2016	1	Remote violence	37	Somalia	Gedo	Garbahaarey	3.32800	42.21988	1	2	""3.328,42.219879"""
"10/03/2016	2016	1	Battle-No change of territory	28	Somalia	Shabeellaha Dhexe	Jowhar	3.10340	45.85147	1	2	""3.1034,45.85147"""
"10/03/2016	2016	1	Violence against civilians	17	Somalia	Bay	Baydhabo	3.12916	43.69770	1	1	""3.12916,43.6977"""
"11/03/2016	2016	1	Battle-No change of territory	24	Somalia	Galguduud	Ceel Buur	4.51350	46.28407	1	4	""4.5135,46.28407"""
"11/03/2016	2016	1	Battle-No change of territory	33	Somalia	Galguduud	Cadaado	5.87715	46.63213	1	3	""5.87715,46.63213"""
"11/03/2016	2016	1	Remote violence	37	Somalia	Bay	Qansax Dheere	2.87123	43.00434	1	2	""2.87123,43.004341"""
"11/03/2016	2016	1	Riots/Protests	50	Somalia	Togdheer	Buuhoodle	8.25160	46.31572	1	0	""8.251603,46.315717"""
"11/03/2016	2016	1	Strategic development	47	Somalia	Sool	Caynabo	8.93407	46.61751	1	0	""8.934069,46.617513"""
"12/03/2016	2016	1	Violence against civilians	17	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	0	""-0.36029,42.546261"""
"12/03/2016	2016	1	Remote violence	13	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	0	""-0.36029,42.546261"""
"12/03/2016	2016	1	Battle-No change of territory	14	Somalia	Togdheer	Buuhoodle	8.62001	46.49813	1	0	""8.62001,46.49813"""
"12/03/2016	2016	1	Remote violence	37	Somalia	Shabeellaha Hoose	Afgooye	2.15000	45.11600	1	0	""2.15,45.116"""
"12/03/2016	2016	1	Remote violence	28	Somalia	Gedo	Garbahaarey	3.36388	42.35111	1	10	""3.36388,42.35111"""
"12/03/2016	2016	1	Riots/Protests	15	Somalia	Bari	Bossaso	10.56650	49.06090	1	0	""10.5665,49.0609"""
"12/03/2016	2016	1	Violence against civilians	27	Somalia	Mudug	Xarardheere	4.65167	47.85837	1	1	""4.65167,47.85837"""
"13/03/2016	2016	1	Battle-No change of territory	12	Somalia	Hiiraan	Belet Weyne	4.19498	44.98853	1	0	""4.19498,44.98853"""
"13/03/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Marka	1.71305	44.76388	1	0	""1.71305,44.76388"""
"13/03/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Qoryooley	1.78586	44.53130	1	0	""1.78586,44.5313"""
"13/03/2016	2016	1	Battle-No change of territory	13	Somalia	Shabeellaha Hoose	Marka	1.70870	44.69605	1	1	""1.708698,44.69605"""
"13/03/2016	2016	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.04803	45.32000	1	0	""2.048031,45.32"""
"14/03/2016	2016	1	Battle-No change of territory	13	Somalia	Galguduud	Cadaado	6.14568	46.62712	1	0	""6.14568,46.62712"""
"14/03/2016	2016	1	Battle-No change of territory	18	Somalia	Awdal	Zeylac	11.49224	43.45095	1	1	""11.49224,43.45095"""
"14/03/2016	2016	1	Battle-No change of territory	13	Somalia	Mudug	Gaalkacyo	6.76924	47.43061	2	11	""6.76924,47.430611"""
"14/03/2016	2016	1	Non-violent transfer of territory	20	Somalia	Mudug	Jariiban	6.94468	49.32653	1	0	""6.94468,49.32653"""
"14/03/2016	2016	1	Violence against civilians	47	Somalia	Togdheer	Burao	9.74503	45.63403	1	1	""9.745026,45.634033"""
"14/03/2016	2016	1	Violence against civilians	47	Somalia	Shabeellaha Hoose	Marka	1.71305	44.76388	1	2	""1.71305,44.76388"""
"15/03/2016	2016	1	Battle-Government regains territory	12	Somalia	Bay	Diinsoor	2.48088	42.86869	1	2	""2.48088,42.86869"""
"15/03/2016	2016	1	Battle-No change of territory	28	Somalia	Jubbada Hoose	Afmadow	0.51720	42.07100	1	19	""0.5172,42.071"""
"15/03/2016	2016	1	Battle-No change of territory	13	Somalia	Shabeellaha Hoose	Qoryooley	1.78586	44.53130	1	0	""1.78586,44.5313"""
"15/03/2016	2016	1	Non-violent transfer of territory	20	Somalia	Bari	Bardarbayla	8.35371	50.18626	1	0	""8.353708,50.186264"""
"15/03/2016	2016	1	Riots/Protests	55	Somalia	Woqooyi Galbeed	Gabiley	9.67404	43.47604	1	0	""9.67404,43.47604"""
"15/03/2016	2016	1	Violence against civilians	27	Somalia	Gedo	Baardheere	2.44864	41.96924	1	0	""2.44864,41.969238"""
"16/03/2016	2016	1	Battle-No change of territory	12	Somalia	Jubbada Hoose	Afmadow	0.51720	42.07100	1	2	""0.5172,42.071"""
"16/03/2016	2016	1	Battle-No change of territory	12	Somalia	Bari	Bardarbayla	8.35371	50.18626	1	10	""8.353708,50.186264"""
"16/03/2016	2016	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.04803	45.32000	1	0	""2.048031,45.32"""
"16/03/2016	2016	1	Battle-No change of territory	28	Somalia	Jubbada Hoose	Badhaadhe	-1.25001	41.49349	1	8	""-1.25001,41.49349"""
"16/03/2016	2016	1	Battle-No change of territory	14	Somalia	Togdheer	Buuhoodle	8.45412	46.70832	1	0	""8.45412,46.70832"""
"16/03/2016	2016	1	Battle-No change of territory	12	Somalia	Mudug	Jariiban	7.03249	49.38376	1	0	""7.03249,49.38376"""
"17/03/2016	2016	1	Battle-No change of territory	12	Somalia	Mudug	Jariiban	7.51192	49.41285	2	0	""7.51192,49.41285"""
"17/03/2016	2016	1	Battle-No change of territory	12	Somalia	Nugaal	Garowe	8.40635	48.48188	2	17	""8.40635,48.48188"""
"17/03/2016	2016	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Marka	1.65840	44.57998	1	0	""1.6584,44.57998"""
"17/03/2016	2016	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.04803	45.32000	1	1	""2.048031,45.32"""
"17/03/2016	2016	1	Remote violence	13	Somalia	Shabeellaha Hoose	Afgooye	2.15000	45.11600	1	0	""2.15,45.116"""
"17/03/2016	2016	1	Remote violence	23	Somalia	Nugaal	Garowe	8.40635	48.48188	2	0	""8.40635,48.48188"""
"17/03/2016	2016	1	Remote violence	38	Somalia	Jubbada Hoose	Badhaadhe	-1.25001	41.49349	2	0	""-1.25001,41.49349"""
