"EVENT_DATE	YEAR	TIME_PRECISION	EVENT_TYPE	INTERACTION	COUNTRY	ADMIN1	ADMIN2	LATITUDE	LONGITUDE	GEO_PRECISION	FATALITIES	latlong"
"30/01/2016	2016	1	Battle-No change of territory	12	Ethiopia	Oromia	Misraq Shewa	9.45694	41.91139	1	1	""9.45694,41.91139"""
"30/01/2016	2016	1	Battle-No change of territory	44	Ethiopia	Gambela Peoples	Agnuak	8.25000	34.58330	2	6	""8.25,34.5833"""
"31/01/2016	2016	1	Battle-No change of territory	12	Ethiopia	Oromia	Mirab Hararghe	8.59973	40.68512	3	5	""8.599728,40.685116"""
"03/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.21670	42.33330	2	0	""9.2167,42.3333"""
"03/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	7.68333	39.25000	2	0	""7.68333,39.25"""
"03/02/2016	2016	1	Riots/Protests	15	Ethiopia	Oromia	Misraq Wellega	8.66670	36.75000	1	0	""8.6667,36.75"""
"04/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Borena	5.63330	38.23330	1	1	""5.6333,38.2333"""
"04/02/2016	2016	1	Riots/Protests	50	Ethiopia	Oromia	Borena	5.63330	38.23330	1	0	""5.6333,38.2333"""
"04/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.03000	41.88222	1	0	""9.03,41.88222"""
"04/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Shewa	9.01670	37.66670	1	0	""9.0167,37.6667"""
"04/02/2016	2016	1	Riots/Protests	15	Ethiopia	Oromia	Misraq Wellega	8.66670	36.75000	1	0	""8.6667,36.75"""
"04/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Debub Mirab Shewa	8.53417	37.96515	1	0	""8.53417,37.96515"""
"05/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	7.68333	39.25000	2	0	""7.68333,39.25"""
"06/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	7.68333	39.25000	2	0	""7.68333,39.25"""
"07/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.35773	42.04582	1	0	""9.35773,42.04582"""
"07/02/2016	2016	1	Riots/Protests	16	Ethiopia	Oromia	Misraq Harerge	9.03000	41.88222	1	0	""9.03,41.88222"""
"07/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Welega	9.35000	35.71667	1	0	""9.35,35.71667"""
"07/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.08333	41.75000	2	0	""9.08333,41.75"""
"08/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Hararghe	9.36670	41.16670	1	0	""9.3667,41.1667"""
"08/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Mirab Welega	9.16667	35.46667	1	0	""9.16667,35.46667"""
"08/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Welega	9.16667	35.46667	1	0	""9.16667,35.46667"""
"08/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	5.23330	39.18333	2	0	""5.2333,39.18333"""
"08/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	7.68333	39.25000	2	0	""7.68333,39.25"""
"08/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.19778	38.60151	1	0	""7.197784,38.60151"""
"08/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Debub Mirab Shewa	8.53417	37.96515	1	0	""8.53417,37.96515"""
"09/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Hararghe	9.28333	41.08333	2	0	""9.28333,41.08333"""
"09/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	7.68333	39.25000	2	0	""7.68333,39.25"""
"10/02/2016	2016	1	Riots/Protests	16	Ethiopia	Oromia	Anchar	8.78333	40.28333	1	0	""8.78333,40.28333"""
"10/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Hararghe	9.28333	41.08333	2	0	""9.28333,41.08333"""
"10/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	5.23330	39.18333	2	0	""5.2333,39.18333"""
"11/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Shewa	8.98330	37.85000	1	0	""8.9833,37.85"""
"11/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Welega	9.80000	35.10000	1	0	""9.8,35.1"""
"12/02/2016	2016	1	Riots/Protests	60	Ethiopia	Addis Abeba	Addis Abeba	9.03333	38.70000	1	0	""9.03333,38.7"""
"12/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Mirab Arsi	7.28333	38.35000	1	0	""7.28333,38.35"""
"12/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.21670	42.33330	2	0	""9.2167,42.3333"""
"12/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	7.68333	39.25000	2	0	""7.68333,39.25"""
"14/02/2016	2016	2	Battle-No change of territory	13	Ethiopia	Oromia	Mirab Arsi	7.28333	38.35000	1	6	""7.28333,38.35"""
"14/02/2016	2016	2	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.28333	38.35000	1	0	""7.28333,38.35"""
"14/02/2016	2016	2	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.19778	38.60151	1	0	""7.197784,38.60151"""
"14/02/2016	2016	2	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.15000	38.08333	1	0	""7.15,38.08333"""
"15/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Arsi	7.28333	38.35000	1	2	""7.28333,38.35"""
"15/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Mirab Arsi	7.33330	38.66670	2	1	""7.3333,38.6667"""
"15/02/2016	2016	3	Violence against civilians	17	Ethiopia	Oromia	Misraq Harerge	9.11453	41.63348	1	6	""9.114533,41.633484"""
"15/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.53333	38.16667	1	0	""9.53333,38.16667"""
"15/02/2016	2016	1	Violence against civilians	16	Ethiopia	Amhara	Debub Wollo	10.30687	39.98854	1	4	""10.30687,39.98854"""
"15/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Arsi	7.19778	38.60151	1	3	""7.197784,38.60151"""
"16/02/2016	2016	1	Riots/Protests	50	Ethiopia	Oromia	Misraq Shewa	9.21667	38.50000	1	0	""9.21667,38.5"""
"16/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Misraq Harerge	9.13306	41.83889	1	2	""9.13306,41.83889"""
"16/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Arsi	7.07726	38.78710	2	0	""7.07726,38.7871"""
"16/02/2016	2016	1	Riots/Protests	50	Ethiopia	Amhara	Debub Wollo	10.30687	39.98854	1	0	""10.30687,39.98854"""
"17/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Bale	7.25000	39.93333	1	0	""7.25,39.93333"""
"17/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Wellega	9.98333	36.96667	1	0	""9.98333,36.96667"""
"17/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Bale	6.41670	39.75000	1	0	""6.4167,39.75"""
"17/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Borena	5.63330	38.23330	1	0	""5.6333,38.2333"""
"17/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Bale	7.13333	40.70000	1	0	""7.13333,40.7"""
"17/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Misraq Harerge	9.13306	41.83889	2	2	""9.13306,41.83889"""
"17/02/2016	2016	1	Riots/Protests	50	Ethiopia	Oromia	Misraq Harerge	9.13306	41.83889	2	0	""9.13306,41.83889"""
"17/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Bale	6.98333	40.50000	1	0	""6.98333,40.5"""
"17/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Bale	6.33330	40.50000	1	0	""6.3333,40.5"""
"17/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Shewa	7.75000	38.66667	1	0	""7.75,38.66667"""
"17/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Jimma	7.66667	36.83333	2	0	""7.66667,36.83333"""
"17/02/2016	2016	1	Violence against civilians	36	Ethiopia	Oromia	Mirab Shewa	9.59762	37.84333	1	0	""9.597618,37.84333"""
"17/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Arsi	7.07726	38.78710	1	5	""7.07726,38.7871"""
"17/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Welega	9.50000	35.50000	1	0	""9.5,35.5"""
"17/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Arsi	7.19778	38.60151	1	0	""7.197784,38.60151"""
"18/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Horo Guduru	9.88333	37.05000	1	0	""9.88333,37.05"""
"18/02/2016	2016	1	Riots/Protests	16	Ethiopia	Oromia	Mirab Shewa	8.98330	37.85000	1	0	""8.9833,37.85"""
"18/02/2016	2016	1	Strategic development	17	Ethiopia	Oromia	Misraq Wellega	9.98333	36.96667	1	0	""9.98333,36.96667"""
"18/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Wellega	8.75000	36.50000	1	0	""8.75,36.5"""
"18/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Arsi	7.10000	39.20000	1	1	""7.1,39.2"""
"18/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.10000	39.20000	2	0	""7.1,39.2"""
"18/02/2016	2016	1	Battle-No change of territory	12	Ethiopia	Somali	Jarar	8.25611	44.15667	2	5	""8.25611,44.15667"""
"18/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Shewa	9.13333	37.05000	1	0	""9.13333,37.05"""
"18/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Arsi	6.98333	39.18333	1	0	""6.98333,39.18333"""
"18/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Harerge	9.03000	41.88222	1	0	""9.03,41.88222"""
"18/02/2016	2016	1	Riots/Protests	15	Ethiopia	Oromia	Misraq Harerge	9.13306	41.83889	1	0	""9.13306,41.83889"""
"18/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Horo Guduru	9.45000	37.45000	1	0	""9.45,37.45"""
"18/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Mirab Arsi	7.07726	38.78710	1	12	""7.07726,38.7871"""
"18/02/2016	2016	1	Riots/Protests	50	Ethiopia	Oromia	Mirab Arsi	7.07726	38.78710	2	0	""7.07726,38.7871"""
"18/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Arsi	6.73797	38.78586	1	1	""6.737971,38.785863"""
"18/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Welega	9.50000	35.50000	1	0	""9.5,35.5"""
"18/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.19778	38.60151	2	2	""7.197784,38.60151"""
"19/02/2016	2016	1	Riots/Protests	60	Ethiopia	Addis Abeba	Addis Abeba	9.03333	38.70000	1	0	""9.03333,38.7"""
"19/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Shewa	8.98330	37.85000	1	0	""8.9833,37.85"""
"19/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.10000	39.20000	2	0	""7.1,39.2"""
"19/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Hararghe	9.08333	40.86667	2	0	""9.08333,40.86667"""
"19/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.21670	42.33330	2	0	""9.2167,42.3333"""
"19/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Arsi	7.53333	39.25000	1	0	""7.53333,39.25"""
"19/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.26222	41.86056	1	0	""9.26222,41.86056"""
"19/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Arsi	6.98333	39.18333	1	1	""6.98333,39.18333"""
"19/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.30000	38.63333	1	0	""9.3,38.63333"""
"19/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Harerge	9.13306	41.83889	2	1	""9.13306,41.83889"""
"19/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Shewa	9.18333	38.33333	2	4	""9.18333,38.333333"""
"19/02/2016	2016	1	Battle-No change of territory	11	Ethiopia	Oromia	Kelem Wellega	8.98333	34.96667	1	0	""8.98333,34.96667"""
"19/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Shewa	9.81667	38.41667	1	0	""9.81667,38.41667"""
"19/02/2016	2016	1	Battle-No change of territory	12	Ethiopia	Oromia	Misraq Wellega	9.08330	36.55000	1	0	""9.0833,36.55"""
"19/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Wellega	9.08330	36.55000	1	0	""9.0833,36.55"""
"19/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Horo Guduru	9.56670	37.10000	1	0	""9.5667,37.1"""
"19/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Arsi	7.19778	38.60151	2	4	""7.197784,38.60151"""
"19/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.19778	38.60151	2	0	""7.197784,38.60151"""
"19/02/2016	2016	1	Riots/Protests	50	Ethiopia	Oromia	Mirab Arsi	7.19778	38.60151	1	0	""7.197784,38.60151"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Shewa	8.98330	37.85000	2	0	""8.9833,37.85"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.10000	39.20000	2	0	""7.1,39.2"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.31168	41.44301	1	0	""9.31168,41.44301"""
"20/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Mirab Arsi	6.98333	39.18333	1	1	""6.98333,39.18333"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.30000	38.63333	1	0	""9.3,38.63333"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Bale	7.36667	40.21667	1	0	""7.36667,40.21667"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Harerge	8.81667	40.51667	2	0	""8.81667,40.51667"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Welega	9.16670	35.83330	1	0	""9.1667,35.8333"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.13306	41.83889	2	0	""9.13306,41.83889"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.13306	41.83889	2	0	""9.13306,41.83889"""
"20/02/2016	2016	1	Riots/Protests	15	Ethiopia	Oromia	Mirab Shewa	9.18333	38.33333	1	0	""9.18333,38.333333"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Horo Guduru	9.81667	37.05000	1	0	""9.81667,37.05"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Horo Guduru	9.45000	37.45000	1	0	""9.45,37.45"""
"20/02/2016	2016	1	Riots/Protests	50	Ethiopia	Oromia	Mirab Arsi	7.07726	38.78710	1	0	""7.07726,38.7871"""
"20/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Misraq Harerge	9.53333	38.16667	1	0	""9.53333,38.16667"""
"20/02/2016	2016	1	Riots/Protests	50	Ethiopia	Oromia	Guji	10.01667	38.45000	1	0	""10.01667,38.45"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	5.23330	39.18333	2	0	""5.2333,39.18333"""
"20/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	7.68333	39.25000	1	0	""7.68333,39.25"""
"20/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Wellega	9.08330	36.55000	1	0	""9.0833,36.55"""
"21/02/2016	2016	1	Strategic development	17	Ethiopia	Addis Abeba	Addis Abeba	9.03333	38.70000	1	0	""9.03333,38.7"""
"21/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.10000	39.20000	2	0	""7.1,39.2"""
"21/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Harerge	9.11453	41.63348	1	1	""9.114533,41.633484"""
"21/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Harerge	9.26222	41.86056	1	0	""9.26222,41.86056"""
"21/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.22222	41.68944	2	0	""9.22222,41.68944"""
"21/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Mirab Welega	9.16670	35.83330	1	1	""9.1667,35.8333"""
"21/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Misraq Harerge	9.13306	41.83889	2	1	""9.13306,41.83889"""
"21/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Kelem Wellega	8.98333	34.96667	2	0	""8.98333,34.96667"""
"21/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Guji	5.23330	39.18333	2	0	""5.2333,39.18333"""
"21/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Misraq Wellega	9.08330	36.55000	2	3	""9.0833,36.55"""
"21/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Wellega	9.08330	36.55000	1	2	""9.0833,36.55"""
"21/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Wellega	9.08330	36.55000	1	0	""9.0833,36.55"""
"21/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Arsi	7.19778	38.60151	1	0	""7.197784,38.60151"""
"21/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.15801	41.44994	1	0	""9.15801,41.44994"""
"21/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Kelem Wellega	8.93333	34.56667	2	0	""8.93333,34.56667"""
"22/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Shewa	8.98330	37.85000	2	0	""8.9833,37.85"""
"22/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Harerge	9.35773	42.04582	1	0	""9.35773,42.04582"""
"22/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Harerge	9.11453	41.63348	1	6	""9.114533,41.633484"""
"22/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Kelem Wellega	9.26667	34.53333	1	1	""9.26667,34.53333"""
"22/02/2016	2016	1	Riots/Protests	50	Ethiopia	Oromia	Misraq Harerge	9.22222	41.68944	1	0	""9.22222,41.68944"""
"22/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Harerge	9.42397	42.03638	1	0	""9.423973,42.036383"""
"22/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.37684	41.37744	1	0	""9.37684,41.37744"""
"22/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Hararghe	8.60000	40.31667	1	14	""8.6,40.31667"""
"22/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Harerge	9.15000	38.40000	2	2	""9.15,38.4"""
"22/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Arsi	8.58333	40.31667	1	0	""8.58333,40.31667"""
"22/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Kelem Wellega	8.48333	34.58333	1	0	""8.48333,34.58333"""
"22/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Wellega	9.08330	36.55000	1	0	""9.0833,36.55"""
"22/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Arsi	9.60009	39.13336	1	0	""9.600085,39.133355"""
"22/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	North Shewa	9.18333	38.75000	1	0	""9.18333,38.75"""
"23/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Welega	9.10000	35.40000	2	0	""9.1,35.4"""
"23/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Kelem Wellega	9.26667	34.53333	1	0	""9.26667,34.53333"""
"23/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Jimma	7.66667	36.83333	2	0	""7.66667,36.83333"""
"23/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Kelem Wellega	8.93333	34.56667	2	5	""8.93333,34.56667"""
"23/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Wellega	8.00000	37.00000	2	0	""8,37"""
"24/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Mirab Shewa	8.98330	37.85000	2	1	""8.9833,37.85"""
"24/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Mirab Shewa	8.98330	37.85000	2	2	""8.9833,37.85"""
"24/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Wellega	9.98333	36.96667	2	0	""9.98333,36.96667"""
"24/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Welega	9.10000	35.40000	1	0	""9.1,35.4"""
"24/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Mirab Shewa	9.00000	37.16670	1	1	""9,37.1667"""
"24/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Kelem Wellega	9.26667	34.53333	2	6	""9.26667,34.53333"""
"24/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Borena	5.63330	38.23330	1	1	""5.6333,38.2333"""
"24/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Borena	5.63330	38.23330	2	0	""5.6333,38.2333"""
"24/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Mirab Welega	8.83333	35.75000	2	0	""8.83333,35.75"""
"24/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Hararghe	8.16667	40.78333	2	0	""8.16667,40.78333"""
"24/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Misraq Harerge	9.22222	41.68944	1	0	""9.22222,41.68944"""
"24/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Welega	9.16667	35.46667	1	0	""9.16667,35.46667"""
"24/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Jimma	7.66667	36.83333	2	0	""7.66667,36.83333"""
"24/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Arsi	8.58333	40.31667	1	0	""8.58333,40.31667"""
"24/02/2016	2016	1	Riots/Protests	50	Ethiopia	Oromia	Kelem Wellega	8.93333	34.56667	2	0	""8.93333,34.56667"""
"24/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Borena	4.88330	38.08330	1	0	""4.8833,38.0833"""
"24/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Welega	8.95000	35.45000	1	0	""8.95,35.45"""
"25/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Bale	6.41670	39.75000	2	0	""6.4167,39.75"""
"25/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Borena	5.63330	38.23330	2	0	""5.6333,38.2333"""
"25/02/2016	2016	1	Battle-No change of territory	12	Ethiopia	Oromia	Mirab Hararghe	9.02095	40.90328	2	3	""9.02095,40.90328"""
"25/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Misraq Wellega	9.91670	36.26670	2	1	""9.9167,36.2667"""
"25/02/2016	2016	1	Battle-No change of territory	12	Ethiopia	Oromia	Mirab Hararghe	9.21667	41.10000	1	0	""9.21667,41.1"""
"25/02/2016	2016	1	Riots/Protests	16	Ethiopia	Oromia	Arsi	8.13333	39.23333	1	0	""8.13333,39.23333"""
"25/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Kelem Wellega	8.98333	34.96667	2	0	""8.98333,34.96667"""
"25/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Borena	4.88330	38.08330	1	0	""4.8833,38.0833"""
"26/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.11453	41.63348	2	0	""9.114533,41.633484"""
"26/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Hararghe	8.16667	40.78333	2	0	""8.16667,40.78333"""
"26/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Hararghe	8.90858	40.51662	2	0	""8.908581,40.516623"""
"26/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Debub Mirab Shewa	8.53417	37.96515	1	0	""8.53417,37.96515"""
"27/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Harerge	9.11453	41.63348	2	0	""9.114533,41.633484"""
"27/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Hararghe	8.90858	40.51662	2	0	""8.908581,40.516623"""
"27/02/2016	2016	1	Battle-No change of territory	12	Ethiopia	Oromia	Misraq Harerge	9.43750	41.77806	1	3	""9.4375,41.77806"""
"27/02/2016	2016	1	Violence against civilians	16	Ethiopia	Oromia	Guji	5.77367	38.90364	2	3	""5.773668,38.903639"""
"28/02/2016	2016	1	Riots/Protests	60	Ethiopia	Amhara	Semen Gondar	12.98085	37.76239	1	0	""12.980847,37.762392"""
"28/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Misraq Wellega	8.90000	36.48333	1	1	""8.9,36.48333"""
"29/02/2016	2016	1	Riots/Protests	60	Ethiopia	Addis Abeba	Addis Abeba	9.03333	38.70000	1	0	""9.03333,38.7"""
"29/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Misraq Wellega	9.98333	36.96667	1	0	""9.98333,36.96667"""
"29/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Mirab Shewa	9.01911	38.02136	1	0	""9.019109,38.021358"""
"29/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Arsi	7.53333	39.25000	1	0	""7.53333,39.25"""
"29/02/2016	2016	1	Battle-No change of territory	12	Ethiopia	Oromia	Mirab Hararghe	8.16667	40.78333	2	15	""8.16667,40.78333"""
"29/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	North Shewa	9.80000	38.73333	1	0	""9.8,38.733333"""
"29/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	North Shewa	9.78330	38.66670	1	0	""9.7833,38.6667"""
"29/02/2016	2016	1	Violence against civilians	17	Ethiopia	Oromia	Jimma	7.66667	36.83333	2	3	""7.66667,36.83333"""
"29/02/2016	2016	1	Riots/Protests	60	Ethiopia	Oromia	Kelem Wellega	8.98333	34.96667	1	0	""8.98333,34.96667"""
"29/02/2016	2016	1	Riots/Protests	50	Ethiopia	Amhara	Semen Wello	12.03330	39.03330	1	0	""12.0333,39.0333"""
