date	YEAR	EVENT_TYPE	ACTOR1	INTER1	ACTOR2	INTER2	INTERACTION	COUNTRY	ADM_LEVEL_1	ADM_LEVEL_2	LOCATION	LATITUDE	LONGITUDE	GEO_PRECISION	SOURCE	FATALITIES	geo	lat	latlong
17/06/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Ngozi	Ruhororo	Gasibe	-3.7003	29.6746	1	Xinhua General News Service; Agence France Presse	1	207	-3.7003207	"-3.7003207,29.6746"
18/06/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Radio France Internationale	0	208	-3.3772208	"-3.3772208,29.358"
20/06/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse - English	0	209	-3.3363209	"-3.3363209,29.3788"
20/06/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Jabe	Jabe	-3.37099	29.37128	1	Agence France Presse - English	0	210	-3.37099210	"-3.37099210,29.37128"
20/06/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Agence France Presse - English	0	211	-3.4158211	"-3.4158211,29.375"
20/06/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Agence France Presse - English	0	212	-3.3733212	"-3.3733212,29.3767"
20/06/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Missionary International Service News Agency	0	213	-3.3772213	"-3.3772213,29.358"
21/06/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Roherero	Rohero	-3.3797	29.365	1	Xinhua General News Service	0	214	-3.3797214	"-3.3797214,29.365"
21/06/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Musaga	Kinanira	-3.4178	29.3669	1	Missionary International Service News Agency	0	215	-3.4178215	"-3.4178215,29.3669"
21/06/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Kirundo	Kirundo	Kirundo	-2.5842	30.0972	2	Xinhua General News Service; Radio France Internationale	0	216	-2.5842216	"-2.5842216,30.0972"
21/06/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Ngozi	Ngozi	Ngozi	-2.9114	29.8306	2	Xinhua General News Service; Radio France Internationale	4	217	-2.9114217	"-2.9114217,29.8306"
22/06/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Radio France Internationale	0	218	-3.4158218	"-3.4158218,29.375"
23/06/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Civilians (Burundi)	7	17	Burundi	Bubanza	Bubanza	Bubanza	-3.1036	29.3925	1	Reporters sans Frontieres	0	219	-3.1036219	"-3.1036219,29.3925"
24/06/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Cibitoke	Rugombo	Cibitoke	-2.8947	29.1139	2	BBC Monitoring Africa	1	220	-2.8947220	"-2.8947220,29.1139"
25/06/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Radio France Internationale; Associated Press International	0	221	-3.3772221	"-3.3772221,29.358"
25/06/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Xinhua General News Service	0	222	-3.3772222	"-3.3772222,29.358"
26/06/2015	2015	Battle-No change of territory	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	3	Amizero y'Abarundi	3	33	Burundi	Bujumbura Mairie	Buterere	Mutimbuzi	-3.3167	29.3667	1	Xinhua News Agency - French	0	223	-3.3167223	"-3.3167223,29.3667"
26/06/2015	2015	Non-violent activity by a conflict actor	Unidentified Armed Group (Burundi)	3		0	30	Burundi	Bujumbura Mairie	Jabe	Jabe	-3.37099	29.37128	1	Agence France Presse - English; Agence France Presse	0	224	-3.37099224	"-3.37099224,29.37128"
27/06/2015	2015	Battle-No change of territory	Military Forces of Burundi (2005-)	1	Military Forces of Burundi (2005-)	1	11	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Agence France Presse - English 	1	225	-3.3772225	"-3.3772225,29.358"
27/06/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Jabe	Jabe	-3.37099	29.37128	1	Associated Press International; Agence France Presse - English	2	226	-3.37099226	"-3.37099226,29.37128"
27/06/2015	2015	Non-violent activity by a conflict actor	Police Forces of Burundi (2005-)	1	Civilians (Burundi)	7	17	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Radio France Internationale	0	227	-3.3772227	"-3.3772227,29.358"
27/06/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Military Forces of Burundi (2005-)	1	13	Burundi	Kirundo	Ntega	Ntega	-2.6075	29.9917	1	Agence France Presse - English; Agence France Presse	0	228	-2.6075228	"-2.6075228,29.9917"
27/06/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Ngozi	Ngozi	Ngozi	-2.9114	29.8306	2	Jeune Afrique	0	229	-2.9114229	"-2.9114229,29.8306"
28/06/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Deutsche Welle	0	230	-3.3772230	"-3.3772230,29.358"
28/06/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Unidentified Armed Group (Burundi)	3	33	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Radio France Internationale	0	231	-3.3733231	"-3.3733231,29.3767"
28/06/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Deutsche Welle; Radio France Internationale	0	232	-3.3363232	"-3.3363232,29.3788"
28/06/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Jabe	Jabe	-3.37099	29.37128	1	Deutsche Welle; Radio France Internationale	0	233	-3.37099233	"-3.37099233,29.37128"
28/06/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bururi	Bururi	Bururi	-3.9519	29.6163	3	Radio France Internationale	0	234	-3.9519234	"-3.9519234,29.6163"
28/06/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Makamba	Kayogoro	Kayogoro	-4.1144	29.98	3	Radio France Internationale	0	235	-4.1144235	"-4.1144235,29.98"
29/06/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Agence France Presse - English	0	236	-3.3772236	"-3.3772236,29.358"
29/06/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	BBC Monitoring Africa	0	237	-3.4158237	"-3.4158237,29.375"
29/06/2015	2015	Non-violent activity by a conflict actor	Unidentified Armed Group (Burundi)	3		0	30	Burundi	Bururi	Bururi	Bururi	-3.9519	29.6163	2	Associated Press International	0	238	-3.9519238	"-3.9519238,29.6163"
1/7/2015	2015	Battle-No change of territory	Police Forces of Burundi (2005-)	1	Unidentified Armed Group (Burundi)	3	13	Burundi	Bujumbura Mairie	Buterere	Mutakura	-3.3408	29.3603	1	BBC Monitoring Africa; Agence France Presse - English; Agence France Presse; Radio France Internationale; Associated Press Internationale	7	239	-3.3408239	"-3.3408239,29.3603"
1/7/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Muyinga	Muyinga	Muyinga	-2.84348	30.3418	2	Associated Press International	1	240	-2.84348240	"-2.84348240,30.3418"
3/7/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bubanza	Rugazi	Nyenkarange	-3.2085	29.4757	1	Radio Isanganiro	2	241	-3.2085241	"-3.2085241,29.4757"
4/7/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bubanza	Mpanda	Mpanda	-3.1666	29.3833	2	Radio Isanganiro	0	242	-3.1666242	"-3.1666242,29.3833"
10/7/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Mukaza	Mukaza	-3.37625	29.36761	1	Xinhua News Agency - French	2	243	-3.37625243	"-3.37625243,29.36761"
10/7/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Unidentified Armed Group (Burundi)	3	33	Burundi	Bujumbura Mairie	Buterere	Mutakura	-3.3408	29.3603	1	Radio France Internationale	0	244	-3.3408244	"-3.3408244,29.3603"
10/7/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Unidentified Armed Group (Burundi)	3	33	Burundi	Bujumbura Rural	Kanyosha1	Kanyosha	-3.4156	29.4075	1	Radio France Internationale	0	245	-3.4156245	"-3.4156245,29.4075"
10/7/2015	2015	Battle-No change of territory	Military Forces of Burundi (2005-)	1	Mutiny of Military Forces of Burundi (2005-)	1	11	Burundi	Kayanza	Kabarore	Kabarore	-2.8333	29.5333	1	Xinhua General News Service; Radio France Internationale; Agence France Presse - English	12	246	-2.8333246	"-2.8333246,29.5333"
11/7/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Muha	Muha	-3.39573	29.37152	1	Agence France Presse - English; Xinhua News Agency - French	0	247	-3.39573247	"-3.39573247,29.37152"
11/7/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Mukaza	Mukaza	-3.37625	29.36761	1	Agence France Presse - English; Xinhua News Agency - French	0	248	-3.37625248	"-3.37625248,29.36761"
11/7/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Police Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Lake Tanganyika	Ntahangwa	-3.3691	29.3408	1	Agence France Presse - English; Xinhua News Agency - French	1	249	-3.3691249	"-3.3691249,29.3408"
11/7/2015	2015	Battle-No change of territory	Military Forces of Burundi (2005-)	1	Mutiny of Military Forces of Burundi (2005-)	1	11	Burundi	Cibitoke	Bukinanyana	Bukinanyana	-2.8806	29.3361	1	Xinhua News Agency - French	20	250	-2.8806250	"-2.8806250,29.3361"
12/7/2015	2015	Non-violent activity by a conflict actor	Police Forces of Burundi (2005-)	1	Civilians (Burundi)	7	17	Burundi	Muyinga	Muyinga	Muyinga	-2.84348	30.3418	3	Voix du Burundi	0	251	-2.84348251	"-2.84348251,30.3418"
13/07/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Buterere	Mutakura	-3.3408	29.3603	1	Voix du Burundi; Radio France Internationale	2	252	-3.3408252	"-3.3408252,29.3603"
14/07/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Ngozi	Marangara	Marangara	-2.7428	29.9947	1	Voix du Burundi	1	253	-2.7428253	"-2.7428253,29.9947"
15/07/2015	2015	Battle-No change of territory	Military Forces of Burundi (2005-)	1	Unidentified Armed Group (Burundi)	3	13	Burundi	Cibitoke	Rugombo	Cibitoke	-2.8947	29.1139	3	Agence France Presse	8	254	-2.8947254	"-2.8947254,29.1139"
16/07/2015	2015	Violence against civilians	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Agence France Presse -- English	0	255	-3.3772255	"-3.3772255,29.358"
16/07/2015	2015	Battle-No change of territory	Military Forces of Burundi (2005-)	1	Unidentified Armed Group (Burundi)	3	13	Burundi	Cibitoke	Bukinanyana	Bukinanyana	-2.8806	29.3361	1	Voix du Burundi	8	256	-2.8806256	"-2.8806256,29.3361"
19/07/2015	2015	Violence against civilians	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Buterere	Mutimbuzi	-3.3167	29.3667	1	Voix du Burundi (IWACU)	2	257	-3.3167257	"-3.3167257,29.3667"
20/07/2015	2015	Remote violence	Unidentified Armed Group (Burundi)	3		0	30	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Voix du Burundi (IWACU)	0	258	-3.3772258	"-3.3772258,29.358"
20/07/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Voix du Burundi (IWACU); Agence France Presse	1	259	-3.3733259	"-3.3733259,29.3767"
21/07/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Deutsche Welle	1	260	-3.3772260	"-3.3772260,29.358"
21/07/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Voix du Burundi (IWACU)	0	261	-3.3733261	"-3.3733261,29.3767"
22/07/2015	2015	Non-violent activity by a conflict actor	AU: African Union	8		0	80	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Agence France Presse	0	262	-3.3772262	"-3.3772262,29.358"
22/07/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Kinama	Kinama	-3.3344	29.3775	1	Voix du Burundi (IWACU)	1	263	-3.3344263	"-3.3344263,29.3775"
23/07/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Kinama	Kinama	-3.3344	29.3775	1	Voix du Burundi (IWACU)	0	264	-3.3344264	"-3.3344264,29.3775"
23/07/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Agence France Presse	0	265	-3.3772265	"-3.3772265,29.358"
23/07/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Kinama	Kinama	-3.3344	29.3775	1	Voix du Burundi (IWACU)	1	266	-3.3344266	"-3.3344266,29.3775"
25/07/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Civilians (Burundi)	7	17	Burundi	Bujumbura Rural	Kanyosha1	Ruyaga	-3.4103	29.3931	2	Voix du Burundi (IWACU)	0	267	-3.4103267	"-3.4103267,29.3931"
29/07/2015	2015	Battle-No change of territory	Police Forces of Burundi (2005-)	1	Unidentified Armed Group (Burundi)	3	13	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Xinhua	1	268	-3.3772268	"-3.3772268,29.358"
31/07/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Ruyigi	Bweru	Ruvyagira	-3.2953	30.4344	1	Xinhua	2	269	-3.2953269	"-3.2953269,30.4344"
1/8/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	3	33	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Radio France Internationale	1	270	-3.4158270	"-3.4158270,29.375"
2/8/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Civilians (Burundi)	7	17	Burundi	Bujumbura Mairie	Gihosha	Kamenge	-3.3597	29.3936	1	Agence France Presse - English	0	271	-3.3597271	"-3.3597271,29.3936"
2/8/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Gihosha	Kamenge	-3.3597	29.3936	1	Xinhua General News Service; Agence France Presse - English	2	272	-3.3597272	"-3.3597272,29.3936"
3/8/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Xinhua General News Service	0	273	-3.3363273	"-3.3363273,29.3788"
3/8/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Xinhua General News Service	0	274	-3.4158274	"-3.4158274,29.375"
3/8/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Kinama	Kinama	-3.3344	29.3775	1	Xinhua General News Service; Associated Press International; Radio France Internationale	0	275	-3.3344275	"-3.3344275,29.3775"
3/8/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Rural	Kanyosha1	Kanyosha	-3.4156	29.4075	1	Agence France Presse	1	276	-3.4156276	"-3.4156276,29.4075"
4/8/2015	2015	Battle-No change of territory	Military Forces of Burundi (2005-)	1	Unidentified Armed Group (Burundi)	3	13	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Agence France Presse	0	277	-3.3772277	"-3.3772277,29.358"
6/8/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Civilians (Burundi)	7	17	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Radio France Internationale; Jeune Afrique	2	278	-3.3363278	"-3.3363278,29.3788"
6/8/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Buterere	Buterere	-3.3333	29.3333	1	"Radio France Internationale, Jeune Afrique"	2	279	-3.3333279	"-3.3333279,29.3333"
