date	YEAR	EVENT_TYPE	ACTOR1	INTER1	ACTOR2	INTER2	INTERACTION	COUNTRY	ADM_LEVEL_1	ADM_LEVEL_2	LOCATION	LATITUDE	LONGITUDE	GEO_PRECISION	SOURCE	FATALITIES	geo	lat	latlong
14/05/2015	2015	Non-violent activity by a conflict actor	Police Forces of Burundi (2005-)	1		0	10	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Agence France Presse - English; Agence France Presse 	0	98	-3.377298	"-3.377298,29.358"
14/05/2015	2015	Battle-No change of territory	Police Forces of Burundi (2005-)	1	Mutiny of Military Forces of Burundi (2005-)	1	11	Burundi	Bujumbura Mairie	Kinindo	Kibenga	-3.4222	29.3444	1	Radio France Internationale; Agence France Presse - English; Human Rights Watch	0	99	-3.422299	"-3.422299,29.3444"
15/05/2015	2015	Non-violent activity by a conflict actor	Military Forces of Burundi (2005-)	1	Mutiny of Military Forces of Burundi (2005-)	1	11	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Xinhua General News Service	0	100	-3.3772100	"-3.3772100,29.358"
15/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Xinhua News Agency - French	0	101	-3.3772101	"-3.3772101,29.358"
15/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Buterere	Buterere	-3.3333	29.3333	1	Xinhua News Agency - French	1	102	-3.3333102	"-3.3333102,29.3333"
15/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Xinhua News Agency - French	0	103	-3.4158103	"-3.4158103,29.375"
15/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Xinhua News Agency - French	0	104	-3.3733104	"-3.3733104,29.3767"
15/05/2015	2015	Violence against civilians	Prison Guards (Burundi)	1	Civilians (Burundi)	7	17	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Associated Press international; Agence France Presse	0	105	-3.3772105	"-3.3772105,29.358"
15/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Rural	Kanyosha1	Kanyosha	-3.4156	29.4075	1	Xinhua News Agency - French	0	106	-3.4156106	"-3.4156106,29.4075"
16/05/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Radio Isanganiro website	0	107	-3.3733107	"-3.3733107,29.3767"
16/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Agence France Presse	0	108	-3.3733108	"-3.3733108,29.3767"
18/05/2015	2015	Riots/Protests	Protesters (Burundi)	6	Military Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Associated Press International; Radio France Internationale	0	109	-3.3363109	"-3.3363109,29.3788"
18/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Military Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Associated Press International; Radio France Internationale	0	110	-3.4158110	"-3.4158110,29.375"
18/05/2015	2015	Riots/Protests	Protesters (Burundi)	6	Military Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Radio France Internationale	0	111	-3.3733111	"-3.3733111,29.3767"
18/05/2015	2015	Violence against civilians	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Buyenze	Bujumbura Mairie	-3.3772	29.358	2	Associated Press International	0	112	-3.3772112	"-3.3772112,29.358"
19/05/2015	2015	Riots/Protests	Protesters (Burundi)	6	Military Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Radio Burundi	0	113	-3.3363113	"-3.3363113,29.3788"
19/05/2015	2015	Riots/Protests	Protesters (Burundi)	6	Military Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Buterere	Mutakura	-3.3408	29.3603	1	Radio Burundi	0	114	-3.3408114	"-3.3408114,29.3603"
19/05/2015	2015	Riots/Protests	Protesters (Burundi)	6	Military Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Ngagara	Ngagara	-3.3527	29.37	1	Radio Burundi	0	115	-3.3527115	"-3.3527115,29.37"
19/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	3	35	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Radio Burundi; Radio France Internationale	0	116	-3.4158116	"-3.4158116,29.375"
19/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Rural	Kanyosha1	Kanyosha	-3.4156	29.4075	1	Radio Burundi	0	117	-3.4156117	"-3.4156117,29.4075"
20/05/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Musaga	Kinanira	-3.4178	29.3669	1	Agence France Presse	0	118	-3.4178118	"-3.4178118,29.3669"
20/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Agence France Presse	0	119	-3.4158119	"-3.4158119,29.375"
20/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Associated Press; Agence France Presse - English; Agence France Presse	1	120	-3.3733120	"-3.3733120,29.3767"
21/05/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Associated Press International; Agence France Presse	0	121	-3.3772121	"-3.3772121,29.358"
21/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse	0	122	-3.3363122	"-3.3363122,29.3788"
21/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Kinindo	Kibenga	-3.4222	29.3444	1	Agence France Presse	0	123	-3.4222123	"-3.4222123,29.3444"
21/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Kinindo	Kinondo	-3.40653	29.35421	1	Agence France Presse	0	124	-3.40653124	"-3.40653124,29.35421"
21/05/2015	2015	Riots/Protests	Police Forces of Burundi (2005-)	1	Rioters (Burundi)	5	15	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Xinhua General News Service; Associated Press International; Agence France Presse	1	125	-3.4158125	"-3.4158125,29.375"
21/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Agence France Presse	0	126	-3.3733126	"-3.3733126,29.3767"
21/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Rohero	Rohero	-3.3797	29.3639	1	Agence France Presse	0	127	-3.3797127	"-3.3797127,29.3639"
21/05/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Protesters (Burundi)	6	16	Burundi	Bujumbura Mairie	Ngagara	Ngagara	-3.3527	29.37	1	Xinhua General News Service; Associated Press International	1	128	-3.3527128	"-3.3527128,29.37"
21/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Rural	Kanyosha1	Kanyosha	-3.4156	29.4075	1	Agence France Presse	0	129	-3.4156129	"-3.4156129,29.4075"
22/05/2015	2015	Battle-No change of territory	Unidentified Armed Group (Burundi)	3	Military Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Xinhua General News Service; Agence France Presse - English; Agence France Presse	0	130	-3.4158130	"-3.4158130,29.375"
22/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse - English; Agence France Presse	0	131	-3.3363131	"-3.3363131,29.3788"
22/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Ngagara	Ngagara	-3.3527	29.37	1	Agence France Presse - English; Agence France Presse	0	132	-3.3527132	"-3.3527132,29.37"
22/05/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Xinhua General News Service; Agence France Presse - English; Agence France Presse	2	133	-3.3772133	"-3.3772133,29.358"
22/05/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Rural	Ijenda	Ijenda	-3.4721	29.5823	1	Agence France Presse - English; Agence France Presse	0	134	-3.4721134	"-3.4721134,29.5823"
22/05/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Rural	Mukike	Mukike	-3.525	29.51389	1	Agence France Presse - English; Agence France Presse	0	135	-3.525135	"-3.525135,29.51389"
23/05/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Agence France Presse - English; Radio France Internationale; Associated Press International	2	136	-3.3772136	"-3.3772136,29.358"
24/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Associated Press International	0	137	-3.3772137	"-3.3772137,29.358"
25/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Musaga	Kinanira	-3.4178	29.3669	1	Xinhua General News Service; News24 (Cape Town); Agence France Presse - English; Agence France Presse	0	138	-3.4178138	"-3.4178138,29.3669"
25/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Xinhua General News Service; News24 (Cape Town); Agence France Presse - English; Agence France Presse	0	139	-3.4158139	"-3.4158139,29.375"
25/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Xinhua General News Service; News24 (Cape Town); Agence France Presse - English; Agence France Presse	0	140	-3.3733140	"-3.3733140,29.3767"
25/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Ngagara	Ngagara	-3.3527	29.37	1	Xinhua General News Service; News24 (Cape Town); Agence France Presse - English; Agence France Presse	0	141	-3.3527141	"-3.3527141,29.37"
25/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Buterere	Mutakura	-3.3408	29.3603	1	Agence France Presse	0	142	-3.3408142	"-3.3408142,29.3603"
25/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse - English; Agence France Presse	0	143	-3.3363143	"-3.3363143,29.3788"
25/05/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Protesters (Burundi)	6	16	Burundi	Bujumbura Mairie	Bwiza	Bwiza	-3.3725	29.365	1	Agence France Presse	0	144	-3.3725144	"-3.3725144,29.365"
25/05/2015	2015	Violence against civilians	Protesters (Burundi)	6	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	3	36	Burundi	Bujumbura Mairie	Kinama	Kinama	-3.3344	29.3775	1	Agence France Presse; Radio France Internationale	0	145	-3.3344145	"-3.3344145,29.3775"
25/05/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Rural	Kanyosha1	Kanyosha	-3.4156	29.4075	1	Xinhua General News Service; Agence France Presse	0	146	-3.4156146	"-3.4156146,29.4075"
25/05/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bururi	Vyanda	Vyanda	-4.10584	29.60627	1	Xinhua General News Service	0	147	-4.10584147	"-4.10584147,29.60627"
25/05/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bururi	Matana	Matana	-3.7539	29.6683	1	Xinhua General News Service	0	148	-3.7539148	"-3.7539148,29.6683"
25/05/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Protesters (Burundi)	6	16	Burundi	Bururi	Mugamba	Mugamba	-3.6667	29.5861	1	Xinhua General News Service; Agence France Presse; Xinhua News Agency - French	1	149	-3.6667149	"-3.6667149,29.5861"
26/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	3	35	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse	1	150	-3.3363150	"-3.3363150,29.3788"
26/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Rural	Muhuta	Buyenzi	-3.6272	29.3472	1	Agence France Presse; Rwanda News Agency	1	151	-3.6272151	"-3.6272151,29.3472"
26/05/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Mwaro	Gisozi	Nyakirwa	-3.5152	29.5881	1	Xinhua News Agency - French	0	152	-3.5152152	"-3.5152152,29.5881"
27/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Kinindo	Kinondo	-3.40653	29.35421	1	Agence France Presse	0	153	-3.40653153	"-3.40653153,29.35421"
27/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	3	35	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse	0	154	-3.3363154	"-3.3363154,29.3788"
27/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	3	35	Burundi	Bujumbura Mairie	Buterere	Buterere	-3.3333	29.3333	1	Agence France Presse	0	155	-3.3333155	"-3.3333155,29.3333"
27/05/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Protesters (Burundi)	6	16	Burundi	Bururi	Matana	Matana	-3.7539	29.6683	1	Xinhua General News Service	1	156	-3.7539156	"-3.7539156,29.6683"
27/05/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Mwaro	Kayokwe	Mwaro	-3.5047	29.7183	1	Xinhua News Agency - French	0	157	-3.5047157	"-3.5047157,29.7183"
27/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Mwaro	Rusaka	Kinyovu	-3.415	29.5944	1	Xinhua News Agency - French	0	158	-3.415158	"-3.415158,29.5944"
28/05/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Agence France Presse	0	159	-3.4158159	"-3.4158159,29.375"
28/05/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Agence France Presse	0	160	-3.3733160	"-3.3733160,29.3767"
28/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse	0	161	-3.3363161	"-3.3363161,29.3788"
28/05/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Mairie	Buterere	Buterere	-3.3333	29.3333	1	Agence France Presse	0	162	-3.3333162	"-3.3333162,29.3333"
29/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Agence France Presse - English 	0	163	-3.4158163	"-3.4158163,29.375"
29/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Agence France Presse - English; Agence France Presse	0	164	-3.3733164	"-3.3733164,29.3767"
29/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Bwiza	Bwiza	-3.3725	29.365	1	Agence France Presse - English 	0	165	-3.3725165	"-3.3725165,29.365"
29/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse - English; Radio France Internationale	0	166	-3.3363166	"-3.3363166,29.3788"
29/05/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Civilians (Burundi)	7	17	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Agence France Presse - English; Agence France Presse	0	167	-3.4158167	"-3.4158167,29.375"
29/05/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Associated Press International; Agence France Presse	0	168	-3.3772168	"-3.3772168,29.358"
29/05/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Protesters (Burundi)	6	16	Burundi	Bujumbura Mairie	Buterere	Buterere	-3.3333	29.3333	1	Agence France Presse	1	169	-3.3333169	"-3.3333169,29.3333"
29/05/2015	2015	Violence against civilians	Police Forces of Burundi (2005-)	1	Protesters (Burundi)	6	16	Burundi	Bujumbura Rural	Mukike	Mukike	-3.525	29.51389	1	Agence France Presse - English; Agence France Presse	1	170	-3.525170	"-3.525170,29.51389"
30/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Musaga	Kinanira	-3.4178	29.3669	1	Agence France Presse	0	171	-3.4178171	"-3.4178171,29.3669"
30/05/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	1	Agence France Presse	0	172	-3.3772172	"-3.3772172,29.358"
30/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Agence France Presse	0	173	-3.3733173	"-3.3733173,29.3767"
30/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse	0	174	-3.3363174	"-3.3363174,29.3788"
30/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Buterere	Buterere	-3.3333	29.3333	1	Agence France Presse	0	175	-3.3333175	"-3.3333175,29.3333"
30/05/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Rural	Kanyosha1	Kanyosha	-3.4156	29.4075	1	Agence France Presse	0	176	-3.4156176	"-3.4156176,29.4075"
2/6/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse - English; Radio France Internationale	0	177	-3.3363177	"-3.3363177,29.3788"
2/6/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Agence France Presse - English; Radio France Internationale; Xinhua News Agency - French	0	178	-3.4158178	"-3.4158178,29.375"
2/6/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Ngagara	Ngagara	-3.3527	29.37	1	Xinhua News Agency - French	0	179	-3.3527179	"-3.3527179,29.37"
2/6/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Agence France Presse - English; Radio France Internationale; Xinhua News Agency - French	0	180	-3.3733180	"-3.3733180,29.3767"
2/6/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Rural	Kanyosha1	Kanyosha	-3.4156	29.4075	1	Radio France Internationale; Xinhua News Agency - French	0	181	-3.4156181	"-3.4156181,29.4075"
3/6/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Agence France Presse - English; Agence France Presse	0	182	-3.3772182	"-3.3772182,29.358"
3/6/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Agence France Presse	0	183	-3.4158183	"-3.4158183,29.375"
3/6/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bururi	Bururi	Bururi	-3.9519	29.6163	1	Xinhua General News Service	0	184	-3.9519184	"-3.9519184,29.6163"
3/6/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Ngozi	Ngozi	Ngozi	-2.9114	29.8306	1	Xinhua General News Service	0	185	-2.9114185	"-2.9114185,29.8306"
3/6/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Rutana	Rutana	Rutana	-3.9244	29.9917	1	Xinhua General News Service	0	186	-3.9244186	"-3.9244186,29.9917"
4/6/2015	2015	Violence against civilians	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Agence France Presse	0	187	-3.3363187	"-3.3363187,29.3788"
4/6/2015	2015	Violence against civilians	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Ngagara	Ngagara	-3.3527	29.37	1	Agence France Presse	0	188	-3.3527188	"-3.3527188,29.37"
4/6/2015	2015	Violence against civilians	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Agence France Presse	0	189	-3.3733189	"-3.3733189,29.3767"
4/6/2015	2015	Violence against civilians	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Rural	Kanyosha1	Kanyosha	-3.4156	29.4075	1	Agence France Presse	0	190	-3.4156190	"-3.4156190,29.4075"
5/6/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Xinhua General News Service; Agence France Presse	0	191	-3.3363191	"-3.3363191,29.3788"
5/6/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Xinhua General News Service; Rwanda News Agency; Agence France Presse	2	192	-3.4158192	"-3.4158192,29.375"
5/6/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Buterere	Mutakura	-3.3408	29.3603	1	Xinhua General News Service	0	193	-3.3408193	"-3.3408193,29.3603"
5/6/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Mairie	Ngagara	Ngagara	-3.3527	29.37	1	Xinhua General News Service; Agence France Presse	0	194	-3.3527194	"-3.3527194,29.37"
5/6/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Nyakabiga	Nyakabiga	-3.3733	29.3767	1	Xinhua General News Service	0	195	-3.3733195	"-3.3733195,29.3767"
5/6/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Rural	Mugongomanga	Mugongomanga	-3.4694	29.5444	1	Agence France Presse - English	0	196	-3.4694196	"-3.4694196,29.5444"
7/6/2015	2015	Non-violent activity by a conflict actor	Police Forces of Burundi (2005-)	1	Civilians (Burundi)	7	17	Burundi	Ngozi	Ngozi	Kanyaru	-2.79421	29.76361	1	Rwandan News Agency	0	197	-2.79421197	"-2.79421197,29.76361"
9/6/2015	2015	Riots/Protests	Rioters (Burundi)	5	Military Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Kinama	Cibitoke	-3.3363	29.3788	1	Iwacu website	0	198	-3.3363198	"-3.3363198,29.3788"
9/6/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Iwacu website	0	199	-3.4158199	"-3.4158199,29.375"
9/6/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Mairie	Buterere	Mutakura	-3.3408	29.3603	1	Iwacu website	0	200	-3.3408200	"-3.3408200,29.3603"
10/6/2015	2015	Riots/Protests	Protesters (Burundi)	6	Police Forces of Burundi (2005-)	1	16	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Agence France Presse - English	0	201	-3.3772201	"-3.3772201,29.358"
10/6/2015	2015	Riots/Protests	Rioters (Burundi)	5		0	50	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Iwacu website	0	202	-3.4158202	"-3.4158202,29.375"
11/6/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Buyenze	Bujumbura	-3.3772	29.358	2	Agence France Presse - English	0	203	-3.3772203	"-3.3772203,29.358"
11/6/2015	2015	Riots/Protests	Rioters (Burundi)	5	Police Forces of Burundi (2005-)	1	15	Burundi	Bujumbura Rural	Mukike	Mukike	-3.525	29.51389	1	Iwacu website	0	204	-3.525204	"-3.525204,29.51389"
16/06/2015	2015	Violence against civilians	Unidentified Armed Group (Burundi)	3	Civilians (Burundi)	7	37	Burundi	Bubanza	Bubanza	Gahongore	-3.0978	29.3769	1	Xinhua General News Service	1	205	-3.0978205	"-3.0978205,29.3769"
16/06/2015	2015	Riots/Protests	Protesters (Burundi)	6		0	60	Burundi	Bujumbura Mairie	Musaga	Musaga	-3.4158	29.375	1	Radio Isanganiro	0	206	-3.4158206	"-3.4158206,29.375"
