date,EVENT_TYPE,COUNTRY,ADM_LEVEL_1,ADM_LEVEL_2,FATALITIES
24/01/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
24/01/2015,Battle-No change of territory,Somalia,Sanaag,Laas-Qoray ,1
24/01/2015,Non-violent activity by a conflict actor,Somalia,Sanaag ,Ceel Afwayn ,0
24/01/2015,Non-violent activity by a conflict actor,Somalia,Shabeellaha Hoose,Baraawe,0
24/01/2015,Riots/Protests,Somalia,Woqooyi Galbeed,Hargeysa,0
25/01/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
25/01/2015,Riots/Protests,Somalia,Bari,Bosaso,0
25/01/2015,Violence against civilians,Somalia,Hiiraan,Bulo Burte,1
25/01/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Baraawe,0
25/01/2015,Non-violent activity by a conflict actor,Somalia,Shabeellaha Hoose,Afgooye,0
25/01/2015,Riots/Protests,Somalia,Woqooyi Galbeed,Berbera,0
26/01/2015,Violence against civilians,Somalia,Bakool,Yeed,1
26/01/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
26/01/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
26/01/2015,Riots/Protests,Somalia,Bari,Bosaso,0
26/01/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Afmadow,0
26/01/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
27/01/2015,Battle-No change of territory,Somalia,Bakool,Xudur,2
27/01/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
27/01/2015,Non-violent activity by a conflict actor,Somalia,Banaadir,Mogadisho,0
27/01/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,0
27/01/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
27/01/2015,Riots/Protests,Somalia,Bari,Bosaso,0
27/01/2015,Battle-No change of territory,Somalia,Bay,Baydhabo,0
27/01/2015,Non-violent activity by a conflict actor,Somalia,Bay,Baydhabo,0
27/01/2015,Violence against civilians,Somalia,Bay,Baydhabo,0
27/01/2015,Remote violence,Somalia,Jubbada Hoose,Kismayo,0
27/01/2015,Battle-No change of territory,Somalia,Mudug,Galkacyo,0
28/01/2015,Battle-No change of territory,Somalia,Bakool,Ceel Barde ,0
28/01/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
28/01/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
28/01/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
28/01/2015,Battle-No change of territory,Somalia,Galguduud,Ceel Buur,0
28/01/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,6
28/01/2015,Battle-No change of territory,Somalia,Sanaag,Ceerigaabo,0
29/01/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
29/01/2015,Battle-Government regains territory,Somalia,Jubbada Hoose,Kismayo,0
29/01/2015,Battle-Government regains territory,Somalia,Jubbada Hoose,Kismayo,0
29/01/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
29/01/2015,Riots/Protests,Somalia,Nugaal,Garoowe,0
29/01/2015,Riots/Protests,Somalia,Woqooyi Galbeed,Hargeysa,2
30/01/2015,Battle-No change of territory,Somalia,Bakool,Xudur,0
30/01/2015,Violence against civilians,Somalia,Bari,Qardho,1
30/01/2015,Battle-No change of territory,Somalia,Bay ,Baidoa,0
30/01/2015,Battle-No change of territory,Somalia,Gedo,Garbahaaray,1
30/01/2015,Violence against civilians,Somalia,Gedo,Garbahaaray,1
30/01/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,8
30/01/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,2
31/01/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
31/01/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
31/01/2015,Riots/Protests,Somalia,Bari,Bosaso,0
31/01/2015,Remote violence,Somalia,Bay,Diinsoor,10
31/01/2015,Violence against civilians,Somalia,Bay,Qansax Dheere ,1
31/01/2015,Remote violence,Somalia,Bay ,Buur Hakaba ,10
31/01/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,1
31/01/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Afmadow,0
31/01/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
31/01/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Wanla Weyn,10
31/01/2015,Remote violence,Somalia,Shabeellaha Hoose,Baraawe,7
1/2/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
1/2/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
1/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Qoryooley,2
1/2/2015,Remote violence,Somalia,Shabeellaha Hoose,Marka,0
1/2/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Qoryooley,1
2/2/2015,Battle-No change of territory,Somalia,Bakool,Xudur,0
2/2/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
2/2/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
2/2/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
2/2/2015,Battle-No change of territory,Somalia,Bari,Bosaso,2
2/2/2015,Riots/Protests,Somalia,Bari,Bosaso,0
2/2/2015,Violence against civilians,Somalia,Bay,Baydhabo,1
2/2/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
2/2/2015,Violence against civilians,Somalia,Jubbada Hoose,Jamaame ,1
2/2/2015,Battle-No change of territory,Somalia,Mudug,Gaalkacayo,1
2/2/2015,Violence against civilians,Somalia,Sanaag,Ceerigaabo,1
2/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
3/2/2015,Battle-No change of territory,Somalia,Bari,Bosaso,0
3/2/2015,Remote violence,Somalia,Hiiraan,Beledweyne ,0
3/2/2015,Violence against civilians,Somalia,Jubbada Hoose,Kismayo,2
3/2/2015,Remote violence,Somalia,Mudug,Gaalkacayo,0
3/2/2015,Violence against civilians,Somalia,Mudug,Gaalkacayo,1
3/2/2015,Battle-No change of territory,Somalia,Sanaag,Ceerigaabo,0
3/2/2015,Battle-No change of territory,Somalia,Shabeellaha Dhexe,Jawhar,0
4/2/2015,Battle-No change of territory,Somalia,Bakool,Xudur,0
4/2/2015,Remote violence,Somalia,Banaadir,Mogadisho,1
4/2/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
4/2/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
4/2/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,2
4/2/2015,Battle-No change of territory,Somalia,Bari,Bosaso,0
4/2/2015,Violence against civilians,Somalia,Bari,Bosaso,0
4/2/2015,Battle-No change of territory,Somalia,Bay,Baydhabo,0
4/2/2015,Battle-No change of territory,Somalia,Gedo,Garbahaaray,0
4/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
4/2/2015,Battle-No change of territory,Somalia,Sool ,Lascaanod,0
5/2/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
6/2/2015,Violence against civilians,Somalia,Bakool,Xudur,0
6/2/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
6/2/2015,Battle-No change of territory,Somalia,Gedo,Garbahaaray,2
6/2/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,4
6/2/2015,Battle-No change of territory,Somalia,Mudug,Gaalkacayo,1
6/2/2015,Battle-No change of territory,Somalia,Shabeellaha Dhexe,Jawhar,2
6/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
6/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
6/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
6/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Baraawe,1
6/2/2015,Battle-Non-state actor overtakes territory,Somalia,Shabeellaha Hoose,Afgooye,0
7/2/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,4
7/2/2015,Violence against civilians,Somalia,Jubbada Dhexe,Jilib,2
7/2/2015,Battle-No change of territory,Somalia,Mudug,Gaalkacayo,1
7/2/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Qoryooley,0
8/2/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
8/2/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
8/2/2015,Battle-No change of territory,Somalia,Bari,Bosaso,2
8/2/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Afgooye,1
8/2/2015,Battle-No change of territory,Somalia,Sool,Huddun,3
8/2/2015,Riots/Protests,Somalia,Woqooyi Galbeed,Hargeysa,0
9/2/2015,Battle-No change of territory,Somalia,Bakool,Waajid,0
9/2/2015,Battle-No change of territory,Somalia,Bakool,Rab Dhuure,2
9/2/2015,Battle-No change of territory,Somalia,Bakool,Xudur,0
9/2/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,3
9/2/2015,Violence against civilians,Somalia,Bay,Baydhabo,2
9/2/2015,Battle-No change of territory,Somalia,Sanaag,Ceerigaabo ,0
10/2/2015,Battle-No change of territory,Somalia,Awdal,Boorama,0
10/2/2015,Violence against civilians,Somalia,Bakool,Xudur,2
10/2/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
10/2/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
10/2/2015,Violence against civilians,Somalia,Bari,Iskushuban,2
10/2/2015,Non-violent activity by a conflict actor,Somalia,Bay,Qansax Dheere,0
10/2/2015,Battle-Non-state actor overtakes territory,Somalia,Galguduud,Dhuusamareeb,15
10/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
10/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Baraawe,1
10/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Baraawe,0
10/2/2015,Battle-No change of territory,Somalia,Togdheer,Burao,0
11/2/2015,Battle-No change of territory,Somalia,Bakool,Xudur,1
11/2/2015,Battle-No change of territory,Somalia,Bakool,Xudur,1
11/2/2015,Battle-No change of territory,Somalia,Bakool,Rab Dhuure,20
11/2/2015,Violence against civilians,Somalia,Bakool,Rab Dhuure,10
11/2/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
11/2/2015,Non-violent activity by a conflict actor,Somalia,Bay,Qansax Dheere,0
11/2/2015,Violence against civilians,Somalia,Gedo,Beled Hawo,2
11/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Barawa,10
12/2/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
12/2/2015,Battle-No change of territory,Somalia,Galguduud,Dhuusamareeb,0
12/2/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
13/02/2015,Riots/Protests,Somalia,Awdal,Boorama,0
13/02/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
13/02/2015,Battle-No change of territory,Somalia,Bari,Bosaso,16
13/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,1
13/02/2015,Violence against civilians,Somalia,Togdheer,Burao,1
14/02/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
14/02/2015,Battle-No change of territory,Somalia,Bari,Bosaso,6
14/02/2015,Battle-No change of territory,Somalia,Bay,Buur Xakaba,1
14/02/2015,Battle-No change of territory,Somalia,Bay,Baydhabo,2
14/02/2015,Violence against civilians,Somalia,Bay,Baydhabo,1
14/02/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Afmadow,0
14/02/2015,Battle-No change of territory,Somalia,Sool,Xudun ,0
15/02/2015,Battle-No change of territory,Somalia,Bakool,Radbure,10
15/02/2015,Violence against civilians,Somalia,Bakool,Radbure,10
15/02/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
15/02/2015,Battle-Government regains territory,Somalia,Bay,Baidoa,4
15/02/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
15/02/2015,Remote violence,Somalia,Shabeellaha Hoose,Baraawe,0
16/02/2015,Battle-No change of territory,Somalia,Bakool,Xudur,5
16/02/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,4
16/02/2015,Remote violence,Somalia,Bay,Baydhabo,0
16/02/2015,Battle-No change of territory,Somalia,Hiiraan,Jalalaqsi,0
16/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,1
16/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
16/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
16/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
16/02/2015,Remote violence,Somalia,Shabeellaha Hoose,Marka,20
17/02/2015,Battle-Government regains territory,Somalia,Bakool,Tayeeglow,2
17/02/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
17/02/2015,Remote violence,Somalia,Bari,Bosaso,0
17/02/2015,Violence against civilians,Somalia,Hiiraan,Beledweyne ,1
17/02/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Afmadow,3
17/02/2015,Violence against civilians,Somalia,Jubbada Hoose,Kismayo,1
17/02/2015,Violence against civilians,Somalia,Sanaag,Ceerigaabo,0
17/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
17/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
17/02/2015,Battle-No change of territory,Somalia,Togdheer,Buuhoodle,0
18/02/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
18/02/2015,Battle-No change of territory,Somalia,Bari,Bosaso,26
18/02/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
18/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Wanla Weyn,0
19/02/2015,Non-violent activity by a conflict actor,Somalia,Bakool,Yeed,0
19/02/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
19/02/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Afmadow,0
19/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Qoryooley,10
20/02/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,28
20/02/2015,Battle-No change of territory,Somalia,Mudug,Jariban,0
20/02/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Marka,0
20/02/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Qoryooley,1
20/02/2015,Riots/Protests,Somalia,Togdheer,Burao,0
21/02/2015,Violence against civilians,Somalia,Mudug,Gaalkacayo,0
21/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,1
22/02/2015,Battle-No change of territory,Somalia,Bari,Bosaaso,4
22/02/2015,Remote violence,Somalia,Bari,Bosaso,10
22/02/2015,Non-violent activity by a conflict actor,Somalia,Hiiraan,Beledweyne ,0
22/02/2015,Battle-No change of territory,Somalia,Togdheer,Horufadhi,2
23/02/2015,Violence against civilians,Somalia,Sanaag,Ceerigaabo,0
23/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,1
23/02/2015,Remote violence,Somalia,Shabeellaha Hoose,Wanla Weyn,10
23/02/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Qoryooley,1
23/02/2015,Riots/Protests,Somalia,Sool,Lascaanod,0
24/02/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
24/02/2015,Battle-No change of territory,Somalia,Galguduud,Dhuusamareeb,7
24/02/2015,Violence against civilians,Somalia,Mudug,Gaalkacayo,1
24/02/2015,Battle-No change of territory,Somalia,Sool ,Laas Caanood ,1
24/02/2015,Riots/Protests,Somalia,Togdheer,Buuhoodle,0
25/02/2015,Battle-No change of territory,Somalia,Bakool,Xudur,2
25/02/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
25/02/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
25/02/2015,Battle-No change of territory,Somalia,Galguduud,Dhuusamareeb,1
25/02/2015,Battle-No change of territory,Somalia,Galguduud,Dhuusamareeb,8
25/02/2015,Violence against civilians,Somalia,Hiiraan,Buulo Burdo,1
25/02/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
25/02/2015,Violence against civilians,Somalia,Jubbada Hoose,Kismayo,1
25/02/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Baraawe,0
26/02/2015,Riots/Protests,Somalia,Awdal,Boorama,0
26/02/2015,Battle-No change of territory,Somalia,Bakool,Xudur,0
26/02/2015,Remote violence,Somalia,Banaadir,Mogadisho,1
26/02/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
26/02/2015,Battle-No change of territory,Somalia,Gedo,Beled Hawo,0
26/02/2015,Violence against civilians,Somalia,Hiiraan,Beledweyne ,0
26/02/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Qoryooley,4
27/02/2015,Riots/Protests,Somalia,Awdal,Zeila,0
27/02/2015,Battle-No change of territory,Somalia,Bakool,Xudur,2
27/02/2015,Battle-No change of territory,Somalia,Bakool,Xudur,4
27/02/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
27/02/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
27/02/2015,Remote violence,Somalia,Banaadir,Mogadisho,1
27/02/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
27/02/2015,Battle-No change of territory,Somalia,Bari,Bosaso,1
27/02/2015,Violence against civilians,Somalia,Bay,Diinsoor,1
27/02/2015,Battle-No change of territory,Somalia,Bay ,Baidoa,0
27/02/2015,Battle-No change of territory,Somalia,Togdheer,Buuhoodle,3
28/02/2015,Remote violence,Somalia,Banaadir,Mogadisho,2
28/02/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,10
28/02/2015,Battle-No change of territory,Somalia,Bay ,Buur Xakaba,0
28/02/2015,Remote violence,Somalia,Mudug,Gaalkacayo,0
28/02/2015,Violence against civilians,Somalia,Mudug,Gaalkacayo,1
1/3/2015,Battle-No change of territory,Somalia,Bay ,Baidoa,0
1/3/2015,Battle-No change of territory,Somalia,Bay ,Buur Hakaba ,0
1/3/2015,Battle-No change of territory,Somalia,Galguduud,Dhuusamareeb,1
1/3/2015,Remote violence,Somalia,Mudug,Gaalkacayo,1
1/3/2015,Violence against civilians,Somalia,Nugaal,Garowe ,0
2/3/2015,Riots/Protests,Somalia,Awdal,Boorama,0
2/3/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
2/3/2015,Riots/Protests,Somalia,Banaadir,Mogadisho,1
2/3/2015,Battle-No change of territory,Somalia,Bari,Bosaso,0
2/3/2015,Violence against civilians,Somalia,Bay,Buur Xakaba,1
2/3/2015,Battle-No change of territory,Somalia,Bay ,Buur Xakaba,0
2/3/2015,Violence against civilians,Somalia,Gedo,Beled Hawo,1
2/3/2015,Battle-No change of territory,Somalia,Woqooyi Galbeed,Hargeysa,0
3/3/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
3/3/2015,Battle-No change of territory,Somalia,Galguduud,Ceel Buur,0
3/3/2015,Battle-No change of territory,Somalia,Hiiraan,Buulobarde,0
3/3/2015,Remote violence,Somalia,Jubbada Hoose,Badhaadhe,0
3/3/2015,Battle-No change of territory,Somalia,Togdheer,Buuhoodle,0
4/3/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
4/3/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,0
4/3/2015,Battle-No change of territory,Somalia,Hiiraan,Buulo Burdo,0
4/3/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismaayo,2
4/3/2015,Violence against civilians,Somalia,Sanaag,Ceerigaabo,0
5/3/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,0
5/3/2015,Violence against civilians,Somalia,Gedo,Luuk,0
5/3/2015,Remote violence,Somalia,Hiiraan,Buulo Burdo,0
5/3/2015,Battle-No change of territory,Somalia,Sool,Lascaanod,1
6/3/2015,Battle-No change of territory,Somalia,Bay ,Buur Xakaba,3
6/3/2015,Non-violent activity by a conflict actor,Somalia,Galguduud,Dhuusa Mareed ,0
6/3/2015,Remote violence,Somalia,Jubbada Hoose,Kismayo,10
6/3/2015,Remote violence,Somalia,Jubbada Hoose,Kismaayo,0
6/3/2015,Battle-No change of territory,Somalia,Mudug,Gaalkacayo,4
6/3/2015,Violence against civilians,Somalia,Sanaag,Ceerigaabo,0
7/3/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
7/3/2015,Battle-No change of territory,Somalia,Bay,Baydhabo,0
7/3/2015,Battle-No change of territory,Somalia,Bay,Baydhabo,0
7/3/2015,Non-violent activity by a conflict actor,Somalia,Bay,Qansax Dheere,0
7/3/2015,Battle-No change of territory,Somalia,Bay ,Goof Guduud ,0
7/3/2015,Battle-No change of territory,Somalia,Bay ,Baidoa,0
7/3/2015,Non-violent activity by a conflict actor,Somalia,Galguduud,Dhuusamarreeb,0
7/3/2015,Violence against civilians,Somalia,Hiiraan,Beledweyne ,2
7/3/2015,Riots/Protests,Somalia,Togdheer,Buuhoodle,0
7/3/2015,Riots/Protests,Somalia,Togdheer,Burao,0
8/3/2015,Battle-No change of territory,Somalia,Bakool,Xudur,0
8/3/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
8/3/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
8/3/2015,Battle-No change of territory,Somalia,Bay ,Baidoa,0
8/3/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,1
8/3/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
8/3/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Baraawe,0
8/3/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
8/3/2015,Riots/Protests,Somalia,Sool,Lascaanod,0
8/3/2015,Riots/Protests,Somalia,Sool,Lascaanod,0
9/3/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
9/3/2015,Battle-No change of territory,Somalia,Bay,Buur Xakaba,1
9/3/2015,Non-violent activity by a conflict actor,Somalia,Gedo,Garbahaaray,0
9/3/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,2
9/3/2015,Battle-Government regains territory,Somalia,Shabeellaha Dhexe,Cadale,3
9/3/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
9/3/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Marka,1
9/3/2015,Riots/Protests,Somalia,Sool,Lascaanod,0
9/3/2015,Riots/Protests,Somalia,Togdheer,Buuhoodle,0
10/3/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
10/3/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
10/3/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
10/3/2015,Battle-No change of territory,Somalia,Shabeellaha Dhexe,Jawhar,0
10/3/2015,Remote violence,Somalia,Shabeellaha Hoose,Marka,0
10/3/2015,Remote violence,Somalia,Shabeellaha Hoose,Barawa,10
10/3/2015,Riots/Protests,Somalia,Sool,Lascaanod,0
10/3/2015,Riots/Protests,Somalia,Sool,Lascaanod,0
10/3/2015,Battle-No change of territory,Somalia,Togdheer,Buuhoodle,0
10/3/2015,Riots/Protests,Somalia,Togdheer,Buuhoodle,0
10/3/2015,Riots/Protests,Somalia,Togdheer,Buuhoodle,0
11/3/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
11/3/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
11/3/2015,Remote violence,Somalia,Jubbada Hoose,Kismayo,0
11/3/2015,Battle-Non-state actor overtakes territory,Somalia,Shabeellaha Hoose,Wanlaweyn,4
12/3/2015,Battle-No change of territory,Somalia,Bakool,Xudur,2
12/3/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
12/3/2015,Battle-No change of territory,Somalia,Bay,Baydhabo,8
12/3/2015,Remote violence,Somalia,Bay,Diinsoor,10
12/3/2015,Battle-No change of territory,Somalia,Galguduud,Ceel Buur,0
12/3/2015,Battle-No change of territory,Somalia,Gedo,Garbahaaray,10
12/3/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,0
12/3/2015,Remote violence,Somalia,Hiiraan,Buulo Burdo,0
12/3/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Badhaadhe,7
12/3/2015,Remote violence,Somalia,Jubbada Hoose,Kismaayo,0
13/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
13/03/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
13/03/2015,Violence against civilians,Somalia,Bay,Baydhabo,2
13/03/2015,Battle-No change of territory,Somalia,Hiiraan,Jalalaqsi,0
13/03/2015,Battle-No change of territory,Somalia,Hiiraan,Beled Weyn,0
13/03/2015,Violence against civilians,Somalia,Hiiraan,Jalalaqsi,0
14/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
14/03/2015,Battle-No change of territory,Somalia,Bay,Baidoa,0
14/03/2015,Battle-No change of territory,Somalia,Bay,Baydhabo,0
14/03/2015,Violence against civilians,Somalia,Bay ,Buur Xakaba,1
14/03/2015,Violence against civilians,Somalia,Mudug,Gaalkacayo,1
14/03/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Qoryooley ,3
14/03/2015,Riots/Protests,Somalia,Sool,Ceerigaabo,0
15/03/2015,Battle-No change of territory,Somalia,Bakool,Ceel Barde ,0
15/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
15/03/2015,Violence against civilians,Somalia,Gedo,Luuk,5
15/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,1
16/03/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,0
16/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
16/03/2015,Remote violence,Somalia,Gedo,Baardheere,0
16/03/2015,Violence against civilians,Somalia,Hiiraan,Beledweyne ,1
16/03/2015,Riots/Protests,Somalia,Sanaag,Ceel-Afwein,0
16/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,1
16/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
17/03/2015,Riots/Protests,Somalia,Awdal,Boorama,0
17/03/2015,Battle-No change of territory,Somalia,Bakool,Xudur,2
17/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
17/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
17/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
17/03/2015,Riots/Protests,Somalia,Banaadir,Mogadisho,0
17/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
17/03/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,2
17/03/2015,Battle-No change of territory,Somalia,Bari,Bosaso,8
17/03/2015,Remote violence,Somalia,Gedo,Beled Hawo,0
17/03/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,5
17/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,1
17/03/2015,Violence against civilians,Somalia,Sool,Laas Caanood ,1
18/03/2015,Battle-No change of territory,Somalia,Bakool,Tiyeeglow,1
18/03/2015,Violence against civilians,Somalia,Bakool,Xudur,1
18/03/2015,Battle-No change of territory,Somalia,Shabeellaha Dhexe,Balcad,0
18/03/2015,Battle-Government regains territory,Somalia,Shabeellaha Hoose,Barawa,2
18/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Wanla Weyn ,0
19/03/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,0
19/03/2015,Battle-No change of territory,Somalia,Hiiraan,Buulobarde,0
19/03/2015,Battle-No change of territory,Somalia,Hiiraan,Beled Weyn,0
19/03/2015,Battle-No change of territory,Somalia,Mudug,Galkacyo,2
