date,EVENT_TYPE,COUNTRY,ADM_LEVEL_1,ADM_LEVEL_2,FATALITIES
19/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
20/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
20/03/2015,Violence against civilians,Somalia,Galguduud,Ceel Buur ,1
20/03/2015,Battle-No change of territory,Somalia,Hiiraan,Buulobarde,16
20/03/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
20/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,2
20/03/2015,Riots/Protests,Somalia,Sool,Taleex,0
20/03/2015,Riots/Protests,Somalia,Sool,Taleex,0
20/03/2015,Riots/Protests,Somalia,Woqooyi Galbeed,Hargeysa,0
21/03/2015,Violence against civilians,Somalia,Bakool,Xudur,1
21/03/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
21/03/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,5
21/03/2015,Riots/Protests,Somalia,Hiiraan,Beledweyne ,0
21/03/2015,Battle-No change of territory,Somalia,Mudug,Gaalkacayo,0
21/03/2015,Riots/Protests,Somalia,Sanaag,Ceerigaabo,0
21/03/2015,Non-violent transfer of territory,Somalia,Shabeellaha Hoose,Wanlaweyn,0
21/03/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Afgooye,0
22/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,2
22/03/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
22/03/2015,Riots/Protests,Somalia,Banaadir,Mogadisho,0
22/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
22/03/2015,Remote violence,Somalia,Bay,Baydhabo,7
22/03/2015,Non-violent transfer of territory,Somalia,Jubbada Hoose,Kismaayo,0
22/03/2015,Violence against civilians,Somalia,Nugaal,Garoowe,0
22/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
22/03/2015,Violence against civilians,Somalia,Woqooyi Galbeed,Hargeisa ,1
23/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
23/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
23/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
23/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
23/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
23/03/2015,Battle-No change of territory,Somalia,Galguduud,Dhusamareeb,1
23/03/2015,Violence against civilians,Somalia,Galguduud,Ceel Buur ,0
23/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
23/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,2
23/03/2015,Violence against civilians,Somalia,Sool,Xudun,0
24/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
24/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
24/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,3
24/03/2015,Battle-No change of territory,Somalia,Galguduud,Caabudwaaq,1
24/03/2015,Violence against civilians,Somalia,Hiiraan,Beledweyne ,0
24/03/2015,Violence against civilians,Somalia,Mudug,Gaalkacayo,1
24/03/2015,Violence against civilians,Somalia,Mudug,Gaalkacayo,0
24/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
24/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,4
24/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Qoryooley,2
25/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
25/03/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
25/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
25/03/2015,Non-violent transfer of territory,Somalia,Hiiraan,Beled Weyn,0
25/03/2015,Violence against civilians,Somalia,Sanaag,Ceel-Afweyn ,0
25/03/2015,Remote violence,Somalia,Shabeellaha Hoose,Marka,0
26/03/2015,Battle-No change of territory,Somalia,Awdal,Boorama,0
26/03/2015,Violence against civilians,Somalia,Bakool,Xudur,2
26/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
26/03/2015,Remote violence,Somalia,Hiiraan,Buulobarde,2
26/03/2015,Violence against civilians,Somalia,Hiiraan,Beledweyne ,0
26/03/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
26/03/2015,Violence against civilians,Somalia,Jubbada Hoose,Badhaadhe,1
26/03/2015,Battle-No change of territory,Somalia,Nugaal,Garoowe,0
27/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
27/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,14
27/03/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,1
27/03/2015,Remote violence,Somalia,Jubbada Hoose,Kismayo,0
27/03/2015,Battle-Government regains territory,Somalia,Jubbada Hoose,Kismayo,0
28/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,7
28/03/2015,Violence against civilians,Somalia,Jubbada Hoose,Kismayo,1
28/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
28/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
28/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
28/03/2015,Violence against civilians,Somalia,Togdheer,Buuhoodle,0
29/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
29/03/2015,Remote violence,Somalia,Shabeellaha Hoose,Marka,10
30/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
30/03/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
30/03/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
30/03/2015,Violence against civilians,Somalia,Bay,Baydhabo,2
30/03/2015,Remote violence,Somalia,Hiiraan,Beledweyne ,0
30/03/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
30/03/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
30/03/2015,Riots/Protests,Somalia,Sool,Caynabo,0
31/03/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
31/03/2015,Battle-No change of territory,Somalia,Gedo,Garbahaaray,0
31/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
31/03/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
31/03/2015,Violence against civilians,Somalia,Sool,Burco,1
1/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
1/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
1/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
1/4/2015,Battle-No change of territory,Somalia,Bari,Bosaso,0
1/4/2015,Violence against civilians,Somalia,Bay,Baydhabo,1
1/4/2015,Riots/Protests,Somalia,Galguduud,Dhusamareeb,0
1/4/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,0
1/4/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,2
1/4/2015,Battle-No change of territory,Somalia,Hiiraan,Bulo Burte ,10
1/4/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,1
1/4/2015,Non-violent activity by a conflict actor,Somalia,Jubbada Hoose,Kismayo,0
1/4/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
1/4/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Afgooye,0
1/4/2015,Battle-No change of territory,Somalia,Togdheer,Buuhoodle,0
2/4/2015,Violence against civilians,Somalia,Hiiraan,Beledweyne ,0
3/4/2015,Violence against civilians,Somalia,Bay,Baydhabo,2
4/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
4/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
4/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
4/4/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
4/4/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
5/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
5/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,0
5/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
5/4/2015,Battle-No change of territory,Somalia,Bari,Bosaso,0
5/4/2015,Violence against civilians,Somalia,Bari,Bosaso,1
5/4/2015,Violence against civilians,Somalia,Galguduud,Dhusamareeb,3
5/4/2015,Remote violence,Somalia,Gedo,Beled Hawo,0
5/4/2015,Battle-No change of territory,Somalia,Sool,Lascaanod,1
6/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
6/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
6/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
6/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
6/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,2
6/4/2015,Battle-No change of territory,Somalia,Mudug,Gaalkacayo,1
6/4/2015,Violence against civilians,Somalia,Nugaal,Garoowe,0
6/4/2015,Riots/Protests,Somalia,Sanaag,Ceel-Afwein,0
6/4/2015,Remote violence,Somalia,Shabeellaha Hoose,Afgooye,0
7/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
7/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
7/4/2015,Battle-No change of territory,Somalia,Galguduud,Ceel Buur,10
7/4/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,2
7/4/2015,Riots/Protests,Somalia,Jubbada Hoose,Kismayo,0
7/4/2015,Remote violence,Somalia,Mudug,Gaalkacayo,0
7/4/2015,Remote violence,Somalia,Shabeellaha Hoose,Afgooye,0
7/4/2015,Violence against civilians,Somalia,Togdheer,Buuhoodle,1
8/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
8/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
8/4/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
8/4/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,1
8/4/2015,Battle-No change of territory,Somalia,Togdheer,Buuhoodle ,0
8/4/2015,Battle-No change of territory,Somalia,Togdheer,Buuhoodle,0
9/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
10/4/2015,Violence against civilians,Somalia,Bakool,Xudur,2
10/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,0
11/4/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,2
11/4/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,2
11/4/2015,Remote violence,Somalia,Banaadir,Mogadisho,3
11/4/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Baraawe,1
12/4/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
12/4/2015,Remote violence,Somalia,Banaadir,Mogadisho,0
12/4/2015,Violence against civilians,Somalia,Gedo,Beled Hawo,0
12/4/2015,Battle-No change of territory,Somalia,Sanaag,Ceerigaabo ,1
12/4/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Qoryooley,1
13/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
13/04/2015,Violence against civilians,Somalia,Bay,Baydhabo,1
13/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
13/04/2015,Remote violence,Somalia,Shabeellaha Hoose,Marka,0
14/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,21
14/04/2015,Battle-No change of territory,Somalia,Bari,Bosaso,0
14/04/2015,Battle-No change of territory,Somalia,Hiiraan,Beledweyne ,0
14/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
15/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
15/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
15/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
16/04/2015,Riots/Protests,Somalia,Galguduud,Cadaado,0
16/04/2015,Violence against civilians,Somalia,Mudug,Galkacyo,1
16/04/2015,Battle-No change of territory,Somalia,Shabeellaha Dhexe,Mahaday ,0
16/04/2015,Battle-No change of territory,Somalia,Sool,Lascaanod,0
17/04/2015,Battle-No change of territory,Somalia,Bari,Bosaso,0
17/04/2015,Battle-No change of territory,Somalia,Bay,Baidoa,0
17/04/2015,Violence against civilians,Somalia,Jubbada Hoose,Kismayo,0
17/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
18/04/2015,Battle-No change of territory,Somalia,Bakool,Xudur,1
18/04/2015,Battle-No change of territory,Somalia,Bakool,Wajid,1
18/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,2
18/04/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
18/04/2015,Violence against civilians,Somalia,Bay,Baydhabo,1
18/04/2015,Battle-No change of territory,Somalia,Galguduud,Dhusamareeb,3
18/04/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Afmadow,15
18/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
19/04/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
19/04/2015,Battle-No change of territory,Somalia,Bay ,Baidoa,3
19/04/2015,Battle-No change of territory,Somalia,Bay ,Buur Xakaba,2
19/04/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,0
19/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
20/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
20/04/2015,Violence against civilians,Somalia,Bay,Baydhabo,1
20/04/2015,Battle-No change of territory,Somalia,Gedo,Beled Hawo,0
20/04/2015,Battle-No change of territory,Somalia,Hiiraan,Beled Weyn,1
20/04/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Afmadow,0
20/04/2015,Violence against civilians,Somalia,Nugaal,Garoowe,7
20/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
20/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
21/04/2015,Remote violence,Somalia,Banaadir,Mogadisho,12
21/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
21/04/2015,Violence against civilians,Somalia,Jubbada Hoose,Afmadow,0
21/04/2015,Battle-No change of territory,Somalia,Mudug,Gaalkacayo,1
21/04/2015,Battle-No change of territory,Somalia,Sool,Ceerigaabo,4
22/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
22/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,10
22/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
22/04/2015,Riots/Protests,Somalia,Gedo,Garbahaaray,0
22/04/2015,Battle-No change of territory,Somalia,Hiiraan,Buulo Burdo,2
22/04/2015,Battle-No change of territory,Somalia,Hiiraan,Buulo Burdo,3
23/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
23/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
23/04/2015,Violence against civilians,Somalia,Gedo,Beled Hawo,1
23/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Marka,0
23/04/2015,Violence against civilians,Somalia,Shabeellaha Hoose,Afgooye,2
24/04/2015,Battle-No change of territory,Somalia,Bakool,Tayeeglow,2
24/04/2015,Non-violent activity by a conflict actor,Somalia,Bakool,Xudur,0
24/04/2015,Violence against civilians,Somalia,Jubbada Hoose,Jamaame,1
24/04/2015,Riots/Protests,Somalia,Woqooyi Galbeed,Hargeysa,0
25/04/2015,Battle-No change of territory,Somalia,Bakool,Xudur,0
25/04/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
25/04/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
25/04/2015,Violence against civilians,Somalia,Banaadir,Mogadisho,1
25/04/2015,Battle-No change of territory,Somalia,Galguduud,Ceel Buur,0
25/04/2015,Violence against civilians,Somalia,Hiiraan,Beledweyne ,1
26/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
26/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,1
26/04/2015,Violence against civilians,Somalia,Hiiraan,Bulo Burte ,0
26/04/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Kismayo,2
26/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
27/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
27/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
27/04/2015,Battle-Non-state actor overtakes territory,Somalia,Shabeellaha Hoose,Afgooye,0
28/04/2015,Battle-No change of territory,Somalia,Banaadir,Mogadisho,0
28/04/2015,Battle-No change of territory,Somalia,Bari,Bosaso,1
28/04/2015,Battle-No change of territory,Somalia,Bari,Bosaso,0
28/04/2015,Riots/Protests,Somalia,Bari,Bosaso,0
28/04/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Afmadow,0
28/04/2015,Remote violence,Somalia,Jubbada Hoose,Afmadow,0
28/04/2015,Remote violence,Somalia,Mudug,Gaalkacayo,0
30/04/2015,Violence against civilians,Somalia,Bay,Baydhabo,1
30/04/2015,Battle-No change of territory,Somalia,Jubbada Hoose,Afmadow,0
30/04/2015,Battle-No change of territory,Somalia,Shabeellaha Hoose,Afgooye,0
1/1/2015,Remote violence,South Sudan,Upper Nile,Luakpiny/Nasir,0
1/1/2015,Non-violent activity by a conflict actor,South Sudan,Western Bahr el Ghazal,Wau,0
2/1/2015,Remote violence,South Sudan,Upper Nile,Luakpiny/Nasir,0
3/1/2015,Remote violence,South Sudan,Upper Nile,Luakpiny/Nasir,0
4/1/2015,Remote violence,South Sudan,Unity,Rubkona,0
5/1/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,2
5/1/2015,Violence against civilians,South Sudan,Western Equatoria,Mundri West,1
6/1/2015,Battle-No change of territory,South Sudan,Equatoria,West Equatoria,1
6/1/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,30
6/1/2015,Battle-No change of territory,South Sudan,Unity,Guit,0
6/1/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
6/1/2015,Violence against civilians,South Sudan,Warrap,Gogrial West,0
7/1/2015,Battle-No change of territory,South Sudan,Upper Nile,Luakpiny/Nasir,0
8/1/2015,Battle-No change of territory,South Sudan,Upper Nile,Maban,10
9/1/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,0
9/1/2015,Battle-No change of territory,South Sudan,Upper Nile,Maban,10
11/1/2015,Battle-No change of territory,South Sudan,Lakes,Rumbek Centre,0
11/1/2015,Violence against civilians,South Sudan,Lakes,Cueibet,8
13/01/2015,Battle-No change of territory,South Sudan,Central Equatoria,Juba,0
13/01/2015,Violence against civilians,South Sudan,Jungoli,Twic East,2
14/01/2015,Violence against civilians,South Sudan,Eastern Equatoria,Budi,1
15/01/2015,Violence against civilians,South Sudan,Lakes,Rumbek Centre,1
15/01/2015,Non-violent activity by a conflict actor,South Sudan,Upper Nile,Malakal,0
15/01/2015,Violence against civilians,South Sudan,Upper Nile,Maban,0
15/01/2015,Non-violent activity by a conflict actor,South Sudan,West Equatoria,Mundri West,0
15/01/2015,Battle-No change of territory,South Sudan,Western Bahr el Ghazal,Raga,1
15/01/2015,Non-violent activity by a conflict actor,South Sudan,Western Bahr el Ghazal,Raga,0
15/01/2015,Violence against civilians,South Sudan,Western Bahr el Ghazal,Raga,4
17/01/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
17/01/2015,Violence against civilians,South Sudan,Upper Nile,Malakal,0
18/01/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,4
18/01/2015,Violence against civilians,South Sudan,Eastern Equatoria,Magwi,2
18/01/2015,Battle-No change of territory,South Sudan,Lakes,Rumbek Centre,10
18/01/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
19/01/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,4
19/01/2015,Violence against civilians,South Sudan,Lakes,Rumbek Centre,7
19/01/2015,Battle-No change of territory,South Sudan,Unity,Pariang,0
20/01/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,0
20/01/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,3
20/01/2015,Battle-No change of territory,South Sudan,Unity,Pariang,0
21/01/2015,Battle-No change of territory,South Sudan,Unity,Pariang,0
21/01/2015,Remote violence,South Sudan,Upper Nile,Renk,0
21/01/2015,Violence against civilians,South Sudan,Western Bahr el Ghazal,Raga,1
22/01/2015,Riots/Protests,South Sudan,Jonglei,Bor South,0
23/01/2015,Battle-Non-state actor overtakes territory,South Sudan,Unity,Rubkona,0
24/01/2015,Riots/Protests,South Sudan,Jonglei,Bor South,0
25/01/2015,Violence against civilians,South Sudan,Western Bahr el Ghazal,Raga,13
26/01/2015,Remote violence,South Sudan,Unity,Rubkona,2
26/01/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
26/01/2015,Non-violent activity by a conflict actor,South Sudan,Upper Nile,Renk,0
26/01/2015,Violence against civilians,South Sudan,Warrap,Gogrial West,5
27/01/2015,Non-violent activity by a conflict actor,South Sudan,Jonglei,Pibor,0
27/01/2015,Battle-No change of territory,South Sudan,Western Equatoria,Maridi,6
28/01/2015,Non-violent activity by a conflict actor,South Sudan,Central Equatoria,Juba,0
28/01/2015,Non-violent activity by a conflict actor,South Sudan,Northern Bahr el Ghazal,Aweil West,0
28/01/2015,Violence against civilians,South Sudan,Warrap,Gogrial West,1
29/01/2015,Battle-No change of territory,South Sudan,Lakes,Awerial,0
30/01/2015,Battle-No change of territory,South Sudan,Unity,Mayom,0
30/01/2015,Violence against civilians,South Sudan,Unity,Mayom,0
30/01/2015,Battle-No change of territory,South Sudan,Upper Nile,Maban,2
31/01/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
31/01/2015,Battle-No change of territory,South Sudan,Upper Nile,Maban,0
1/2/2015,Violence against civilians,South Sudan,Jonglei,Bor South,5
1/2/2015,Remote violence,South Sudan,Unity,Rubkona,2
2/2/2015,Violence against civilians,South Sudan,Jonglei,Bor South,0
2/2/2015,Battle-No change of territory,South Sudan,Warrap,Gogrial West,0
3/2/2015,Violence against civilians,South Sudan,Jonglei,Ayod,0
3/2/2015,Violence against civilians,South Sudan,Warrap,Tonj North,5
5/2/2015,Battle-No change of territory,South Sudan,Lakes,Rumbek Centre,6
8/2/2015,Violence against civilians,South Sudan,Lakes,Rumbek Centre,1
8/2/2015,Remote violence,South Sudan,Unity,Mayom,0
8/2/2015,Remote violence,South Sudan,Upper Nile,Luakpiny/Nasir,0
9/2/2015,Battle-No change of territory,South Sudan,Unity,Mayom,2
9/2/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,0
10/2/2015,Riots/Protests,South Sudan,Central Equatoria,Juba,0
10/2/2015,Riots/Protests,South Sudan,Central Equatoria,Juba,0
10/2/2015,Non-violent activity by a conflict actor,South Sudan,Jonglei,Pibor,0
10/2/2015,Remote violence,South Sudan,Unity,Rubkona,0
10/2/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,0
10/2/2015,Remote violence,South Sudan,Upper Nile,Malakal,0
10/2/2015,Remote violence,South Sudan,Upper Nile,Luakpiny/Nasir,0
10/2/2015,Battle-No change of territory,South Sudan,Warrap,Gogrial West,13
11/2/2015,Riots/Protests,South Sudan,Central Equatoria,Juba,0
11/2/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,0
12/2/2015,Violence against civilians,South Sudan,Jonglei,Bor South,0
12/2/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,0
12/2/2015,Non-violent activity by a conflict actor,South Sudan,Upper Nile,Luakpiny/Nasir,0
12/2/2015,Remote violence,South Sudan,Upper Nile,Luakpiny/Nasir,0
12/2/2015,Violence against civilians,South Sudan,Western Equatoria,Mundri West,0
13/02/2015,Non-violent activity by a conflict actor,South Sudan,Central Equatoria,Juba,0
13/02/2015,Violence against civilians,South Sudan,Jonglei,Pochalla,1
16/02/2015,Battle-No change of territory,South Sudan,Eastern Equatoria,Torit,0
16/02/2015,Violence against civilians,South Sudan,Jonglei,Bor South,1
16/02/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,10
16/02/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
16/02/2015,Violence against civilians,South Sudan,Upper Nile,Malakal,0
16/02/2015,Violence against civilians,South Sudan,Upper Nile,Malakal,0
17/02/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,1
17/02/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,10
17/02/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
18/02/2015,Non-violent activity by a conflict actor,South Sudan,Central Equatoria,Juba,0
18/02/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,6
18/02/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
20/02/2015,Riots/Protests,South Sudan,Central Equatoria,Juba,0
20/02/2015,Remote violence,South Sudan,Upper Nile,Renk,0
21/02/2015,Violence against civilians,South Sudan,Warrap,,2
23/02/2015,Battle-No change of territory,South Sudan,Equatoria,Eastern Equatoria,1
23/02/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
23/02/2015,Non-violent activity by a conflict actor,South Sudan,Unity,Leer,0
23/02/2015,Non-violent activity by a conflict actor,South Sudan,Unity,Panyijiar,0
23/02/2015,Battle-No change of territory,South Sudan,Upper Nile,Luakpiny/Nasir,0
24/02/2015,Battle-No change of territory,South Sudan,Central Equatoria,Juba,6
25/02/2015,Battle-No change of territory,South Sudan,Central Equatoria,Juba,6
25/02/2015,Non-violent activity by a conflict actor,South Sudan,Jonglei,Pibor,0
25/02/2015,Battle-No change of territory,South Sudan,Unity,Pariang,0
26/02/2015,Remote violence,South Sudan,Upper Nile,Renk,0
27/02/2015,Non-violent activity by a conflict actor,South Sudan,Jonglei,Fangak,0
27/02/2015,Riots/Protests,South Sudan,Western Bahr el Ghazal,Wau,0
2/3/2015,Battle-No change of territory,South Sudan,Jonglei,Ayod,0
2/3/2015,Violence against civilians,South Sudan,Lakes,Rumbek Centre,5
2/3/2015,Remote violence,South Sudan,Upper Nile,Luakpiny/Nasir,0
2/3/2015,Violence against civilians,South Sudan,Upper Nile,Maban,0
2/3/2015,Battle-No change of territory,South Sudan,Warrap,Gogrial West,3
2/3/2015,Violence against civilians,South Sudan,Warrap,Gogrial West,5
2/3/2015,Riots/Protests,South Sudan,Western Bahr el Ghazal,Wau,4
3/3/2015,Battle-No change of territory,South Sudan,Equatoria,West Equatoria,2
3/3/2015,Violence against civilians,South Sudan,Equatoria,West Equatoria,0
4/3/2015,Battle-No change of territory,South Sudan,Western Bahr el Ghazal,Raga,0
4/3/2015,Battle-No change of territory,South Sudan,Western Bahr el Ghazal,Wau,0
4/3/2015,Violence against civilians,South Sudan,Western Bahr el Ghazal,Wau,1
5/3/2015,Riots/Protests,South Sudan,Central Equatoria,Juba,0
5/3/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
7/3/2015,Remote violence,South Sudan,Northern Bahr el Ghazal,Aweil South,4
7/3/2015,Battle-Government regains territory,South Sudan,Upper Nile,Manyo,0
7/3/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
8/3/2015,Violence against civilians,South Sudan,Jonglei,Bor South,0
9/3/2015,Battle-No change of territory,South Sudan,Upper Nile,Malakal,0
11/3/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,0
11/3/2015,Riots/Protests,South Sudan,Western Equatoria,Maridi,0
11/3/2015,Violence against civilians,South Sudan,Western Equatoria,Mundri West,7
12/3/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,0
