GWNO	EVENT_ID_CNTY	EVENT_ID_NO_CNTY	EVENT_DATE	YEAR	TIME_PRECISION	EVENT_TYPE	ACTOR1	ALLY_ACTOR_1	INTER1	ACTOR2	ALLY_ACTOR_2	INTER2	INTERACTION	COUNTRY	ADMIN1	ADMIN2	ADMIN3	LOCATION	LATITUDE	LONGITUDE	GEO_PRECISION	SOURCE	FATALITIES	latlong
516	3302BUI	10689	03/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	7	37	Burundi	Bujumbura Rural	Kanyosha1	Mboza	Kanyosha	-3.41560	29.40750	1	Agence France Presse	1	"-3.4156,29.4075"
516	3304BUI	10688	03/08/2015	2015	1	Violence against civilians	Military Forces of Burundi (2005-) National Intelligence Agency		1	Civilians (Burundi)	APRODH: Association for the Protection of Human Rights and Detained Persons	7	17	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Kinama	-3.33440	29.37750	1	Xinhua General News Service; Associated Press International; Radio France Internationale; Human Rights Watch	0	"-3.3344,29.3775"
516	3307BUI	10690	04/08/2015	2015	1	Battle-No change of territory	Military Forces of Burundi (2005-)		1	Unidentified Armed Group (Burundi)		3	13	Burundi	Bujumbura Mairie	Buyenze	N.A. (6)	Bujumbura	-3.37720	29.35800	2	Agence France Presse	0	"-3.3772,29.358"
516	3306BUI	10691	04/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy	7	37	Burundi	Bujumbura Rural	Kanyosha1	Mboza	Kanyosha	-3.41560	29.40750	1	Human Rights Watch	1	"-3.4156,29.4075"
516	3309BUI	10693	06/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Buterere	N.A. (4)	Buterere	-3.33330	29.33330	1	"Radio France Internationale, Jeune Afrique"	2	"-3.3333,29.3333"
516	3308BUI	10692	06/08/2015	2015	2	Violence against civilians	Police Forces of Burundi (2005-)		1	Civilians (Burundi)		7	17	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Cibitoke	-3.33630	29.37880	1	Radio France Internationale; Jeune Afrique	2	"-3.3363,29.3788"
516	3311BUI	10694	09/08/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Nyakabiga	N.A. (25)	Nyakabiga	-3.37330	29.37670	1	Agence France Presse	0	"-3.3733,29.3767"
516	3312BUI	10695	09/08/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Jabe		Jabe	-3.37099	29.37128	1	Agence France Presse	0	"-3.370986,29.371277"
516	3310BUI	10696	09/08/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Cibitoke	-3.33630	29.37880	1	Agence France Presse	0	"-3.3363,29.3788"
516	3313BUI	10697	10/08/2015	2015	1	Violence against civilians	Vigilante Militia (Burundi)		4	Civilians (Burundi)	Police Forces of Burundi (2005-)	7	47	Burundi	Bujumbura Rural	Busenge	Canda	Canda	-3.57732	29.38835	1	Bonesha FM	2	"-3.57732,29.388346"
516	3314BUI	10698	11/08/2015	2015	2	Strategic development	Police Forces of Burundi (2005-)		1	Civilians (Burundi)		7	17	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Rwanda News Agency	0	"-3.4158,29.375"
516	3315BUI	10699	11/08/2015	2015	2	Strategic development	Police Forces of Burundi (2005-)		1	Civilians (Burundi)		7	17	Burundi	Bujumbura Mairie	Buterere	N.A. (4)	Mutakura	-3.34080	29.36030	1	Rwanda News Agency	0	"-3.3408,29.3603"
516	3317BUI	10700	11/08/2015	2015	2	Strategic development	Police Forces of Burundi (2005-)		1	Civilians (Burundi)		7	17	Burundi	Bujumbura Mairie	Jabe		Jabe	-3.37099	29.37128	1	Rwanda News Agency	0	"-3.370986,29.371277"
516	3316BUI	10701	11/08/2015	2015	1	Violence against civilians	Police Forces of Burundi (2005-)		1	Civilians (Burundi)		7	17	Burundi	Bujumbura Mairie	Buyenze	N.A. (6)	Bujumbura	-3.37720	29.35800	1	Human Rights Watch	1	"-3.3772,29.358"
516	3319BUI	10702	12/08/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Unidentified Armed Group (Burundi)		3	33	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Cibitoke	-3.33630	29.37880	1	Xinhua News Agency - French	0	"-3.3363,29.3788"
516	3320BUI	10703	12/08/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Unidentified Armed Group (Burundi)		3	33	Burundi	Bujumbura Mairie	Nyakabiga	N.A. (25)	Nyakabiga	-3.37330	29.37670	1	Xinhua News Agency - French	0	"-3.3733,29.3767"
516	3321BUI	10704	12/08/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Unidentified Armed Group (Burundi)		3	33	Burundi	Bujumbura Mairie	Bwiza	N.A. (8)	Bwiza	-3.37250	29.36500	1	Xinhua News Agency - French	0	"-3.3725,29.365"
516	3318BUI	10705	12/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Gihosha	N.A. (11)	Kamenge	-3.35970	29.39360	1	Agence France Presse; Rwanda News Agency; Xinhua News Agency - French; Human Rights Watch	2	"-3.3597,29.3936"
516	3322BUI	10706	12/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Kinindo		Kinondo	-3.40653	29.35421	1	Agence France Presse; Xinhua News Agency - French	1	"-3.406532,29.354208"
516	3323BUI	10707	13/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	CNDD: National Council for Democracy and Development	7	37	Burundi	Bujumbura Rural	Isale	Rushubi	Isale	-3.34860	29.48330	3	Xinhua General news Service	2	"-3.3486,29.4833"
516	3324BUI	10708	15/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	Tutsi Ethnic Group (Burundi)	7	37	Burundi	Bujumbura Mairie	Kinindo		Kinondo	-3.40653	29.35421	1	Agence France Presse - English	1	"-3.406532,29.354208"
516	3325BUI	10709	16/08/2015	2015	1	Strategic development	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Jabe		Jabe	-3.37099	29.37128	1	IWACU	0	"-3.370986,29.371277"
516	3326BUI	10710	17/08/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)	Civilians (Burundi)	1	13	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Xinhua News Agency - French; IWACU	0	"-3.4158,29.375"
516	3328BUI	10711	18/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	Police Forces of Burundi (2005-)	7	37	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	IWACU	0	"-3.4158,29.375"
516	3327BUI	10712	18/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy	7	37	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Associated Press International; Agence France Presse - English	4	"-3.4158,29.375"
516	3329BUI	10713	19/08/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Military Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Rural	Mukike	Mayuyu	Mayuyu	-3.57720	29.51670	1	Radio Bonesha	1	"-3.5772,29.5167"
516	3330BUI	10714	19/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Kinindo	N.A. (17)	Kibenga	-3.42220	29.34440	1	IWACU	0	"-3.4222,29.3444"
516	3331BUI	10715	20/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	Military Forces of Burundi (2005-)	7	37	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	IWACU	2	"-3.4158,29.375"
516	3332BUI	10716	22/08/2015	2015	1	Battle-No change of territory	Police Forces of Burundi (2005-)		1	Unidentified Armed Group (Burundi)		3	13	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Cibitoke	-3.33630	29.37880	1	Iwacu	0	"-3.3363,29.3788"
516	3333BUI	10717	22/08/2015	2015	1	Violence against civilians	Police Forces of Burundi (2005-)		1	Civilians (Burundi)		7	17	Burundi	Bujumbura Mairie	Kinindo	N.A. (17)	Kibenga	-3.42220	29.34440	1	Iwacu	1	"-3.4222,29.3444"
516	3334BUI	10718	22/08/2015	2015	1	Violence against civilians	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)		3	Civilians (Burundi)	FNL: National Forces of Liberation	7	37	Burundi	Bujumbura Rural	Isale	Rushubi	Isale	-3.34860	29.48330	1	Radio France Internationale; Radio Publique Africaine	1	"-3.3486,29.4833"
516	3337BUI	10719	24/08/2015	2015	1	Strategic development	Police Forces of Burundi (2005-)		1			0	10	Burundi	Bujumbura Rural	Mukike	Mukike	Mukike	-3.52500	29.51389	1	Radio Publique Africaine	0	"-3.525,29.513889"
516	3335BUI	10720	24/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Rural	Mukike	Mayuyu	Mayuyu	-3.57720	29.51670	1	Radio Publique Africaine; Iwacu	1	"-3.5772,29.5167"
516	3336BUI	10721	24/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Rural	Mukike	Mukike	Nyabisaka	-3.42790	29.57260	1	Iwacu	0	"-3.4279,29.5726"
516	3338BUI	10722	27/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	Journalists (Burundi)	7	37	Burundi	Bujumbura Mairie	Buyenze	N.A. (6)	Bujumbura	-3.37720	29.35800	2	Reporters Sans Frontieres	0	"-3.3772,29.358"
516	3339BUI	10724	30/08/2015	2015	1	Violence against civilians	Military Forces of Burundi (2005-)		1	Civilians (Burundi)	MSD: Movement for Solidarity and Democracy	7	17	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Agence France Presse - English; Rwanda News Agency	2	"-3.4158,29.375"
516	3340BUI	10723	30/08/2015	2015	1	Violence against civilians	Military Forces of Burundi (2005-)		1	Protesters (Burundi)		6	16	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Radio France Internationale	1	"-3.4158,29.375"
516	3341BUI	10725	31/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	MSD: Movement for Solidarity and Democracy	7	37	Burundi	Bujumbura Rural	Kabezi	Ramba	Gakungwe	-3.49440	29.35280	1	Rwanda News Agency	1	"-3.4944,29.3528"
516	3342BUI	10726	31/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy	7	37	Burundi	Bujumbura Rural	Kanyosha1	Ruyaga	Ruyaga	-3.41030	29.39310	1	Rwanda News Agency	1	"-3.4103,29.3931"
516	3346BUI	10727	01/09/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Jabe		Jabe	-3.37099	29.37128	1	Agence France Presse - English; Radio France Internationale	2	"-3.370986,29.371277"
516	3343BUI	10728	01/09/2015	2015	1	Riots/Protests	Rioters (Burundi)		5	Police Forces of Burundi (2005-)		1	15	Burundi	Bujumbura Rural	Kanyosha1	Mboza	Kanyosha	-3.41560	29.40750	1	Agence France Presse - English	1	"-3.4156,29.4075"
516	3345BUI	10729	01/09/2015	2015	1	Riots/Protests	Rioters (Burundi)		5	Police Forces of Burundi (2005-)		1	15	Burundi	Bujumbura Mairie	Nyakabiga	N.A. (25)	Nyakabiga	-3.37330	29.37670	1	Radio France Internationale	0	"-3.3733,29.3767"
516	3344BUI	10730	01/09/2015	2015	1	Riots/Protests	Rioters (Burundi)		5	Police Forces of Burundi (2005-)		1	15	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Associated Press Internationale; Radio France Internationale	1	"-3.4158,29.375"
516	3347BUI	10731	02/09/2015	2015	1	Riots/Protests	Rioters (Burundi)		5	Police Forces of Burundi (2005-)		1	15	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Associated Press Internationale; Radio France Internationale	0	"-3.4158,29.375"
516	3348BUI	10732	03/09/2015	2015	1	Riots/Protests	Rioters (Burundi)		5	Police Forces of Burundi (2005-)		1	15	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Cibitoke	-3.33630	29.37880	1	Radio France Internationale	0	"-3.3363,29.3788"
516	3349BUI	10733	03/09/2015	2015	1	Riots/Protests	Rioters (Burundi)		5	Police Forces of Burundi (2005-)		1	15	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Radio France Internationale	0	"-3.4158,29.375"
516	3350BUI	10734	03/09/2015	2015	1	Riots/Protests	Rioters (Burundi)		5	Police Forces of Burundi (2005-)		1	15	Burundi	Bujumbura Mairie	Ngagara	N.A. (24)	Ngagara	-3.35270	29.37000	1	Radio France Internationale	0	"-3.3527,29.37"
516	3351BUI	10735	03/09/2015	2015	1	Riots/Protests	Rioters (Burundi)		5	Police Forces of Burundi (2005-)		1	15	Burundi	Bujumbura Mairie	Buterere	N.A. (4)	Mutakura	-3.34080	29.36030	1	Radio France Internationale	0	"-3.3408,29.3603"
516	3353BUI	10736	04/09/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Ruyigi	Ruyigi	Ruyigi	Ruyigi	-3.47970	30.22970	1	Radio Television Nationale du Burundi	0	"-3.4797,30.2297"
516	3352BUI	10737	04/09/2015	2015	1	Violence against civilians	Police Forces of Burundi (2005-)		1	Civilians (Burundi)	Journalists (Burundi)	7	17	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Radio France Internationale; Reporters Sans Frontieres	0	"-3.4158,29.375"
516	3354BUI	10738	06/09/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Military Forces of Burundi (2005-)		1	13	Burundi	Bubanza	Gihanga	Buringa	Buringa	-3.27780	29.28030	1	Xinhua General News Service	1	"-3.2778,29.2803"
516	3355BUI	10739	07/09/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	UPD-Z: Union for Peace and Development (Zigamibanga Faction)	7	37	Burundi	Bujumbura Mairie	Buyenze	N.A. (6)	Gasenyi	-3.37720	29.35800	1	Premium Times; Associated Press International; Radio France Internationale	1	"-3.3772,29.358"
516	3356BUI	10740	08/09/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Military Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Rural	Kanyosha1	Mboza	Kiyenzi	-3.45410	29.41260	1	Xinhua General News Service; Radio France Internationale	2	"-3.4541,29.4126"
516	3357BUI	10741	08/09/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Gihosha	N.A. (11)	Kamenge	-3.35970	29.39360	1	Premium Times	2	"-3.3597,29.3936"
516	3358BUI	10742	08/09/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy	7	37	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Cibitoke	-3.33630	29.37880	1	Premium Times	2	"-3.3363,29.3788"
516	3359BUI	10743	09/09/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Rural	Kanyosha1	Mboza	Kanyosha	-3.41560	29.40750	1	Xinhua General News Service	0	"-3.4156,29.4075"
516	3360BUI	10744	11/09/2015	2015	1	Battle-No change of territory	Mutiny of Military Forces of Burundi (2005-)		1	Military Forces of Burundi (2005-)	Civilians (Burundi)	1	11	Burundi	Bujumbura Mairie	Kinindo		Kinondo	-3.40653	29.35421	1	Xinhua General News Service; Agence France Presse - English	6	"-3.406532,29.354208"
516	3362BUI	10745	14/09/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Ngagara	N.A. (24)	Ngagara	-3.35270	29.37000	1	Iwacu	1	"-3.3527,29.37"
516	3363BUI	10746	14/09/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Buterere	N.A. (4)	Buterere	-3.33330	29.33330	1	Iwacu	1	"-3.3333,29.3333"
516	3361BUI	10747	14/09/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Cibitoke	-3.33630	29.37880	1	Iwacu	1	"-3.3363,29.3788"
516	3367BUI	10748	16/09/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Buterere	N.A. (4)	Mutakura	-3.34080	29.36030	1	Iwacu	0	"-3.3408,29.3603"
516	3366BUI	10749	16/09/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Buterere	N.A. (4)	Buterere	-3.33330	29.33330	1	Iwacu	0	"-3.3333,29.3333"
516	3364BUI	10750	16/09/2015	2015	1	Strategic development	Police Forces of Burundi (2005-)		1	Civilians (Burundi)		7	17	Burundi	Gitega	Gitega	Centre-Urbain	Gitega	-3.42250	29.93810	2	Associated Press International; Radio France Internationale	0	"-3.4225,29.9381"
516	3365BUI	10751	16/09/2015	2015	1	Strategic development	Police Forces of Burundi (2005-)		1	Civilians (Burundi)		7	17	Burundi	Makamba	Makamba	Centre-Urbain	Makamba	-4.13330	29.80000	2	Associated Press International; Radio France Internationale	0	"-4.1333,29.8"
516	3368BUI	10752	16/09/2015	2015	2	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Muramvya	Mbuye	Rwuya	Maramvya	-3.25000	29.66670	1	Iwacu	4	"-3.25,29.6667"
516	3369BUI	10753	17/09/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Kinyankonge		Kinyankonge	-3.34390	29.35230	1	Iwacu	0	"-3.3439,29.3523"
516	3370BUI	10754	18/09/2015	2015	1	Riots/Protests	Rioters (Burundi)		5	Police Forces of Burundi (2005-)		1	15	Burundi	Bujumbura Mairie	Gihosha	N.A. (11)	Kamenge	-3.35970	29.39360	1	Iwacu	0	"-3.3597,29.3936"
516	3371BUI	10755	23/09/2015	2015	2	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Buyenze	N.A. (6)	Bujumbura	-3.37720	29.35800	2	Agence France Presse	15	"-3.3772,29.358"
516	3373BUI	10756	24/09/2015	2015	1	Remote violence	Unidentified Armed Group (Burundi)		3			0	30	Burundi	Muramvya	Muramvya	Kavya	Kiriri	-3.31610	29.54110	1	Radio Isanganiro	0	"-3.3161,29.5411"
516	3372BUI	10757	24/09/2015	2015	1	Remote violence	Unidentified Armed Group (Burundi)		3			0	30	Burundi	Bujumbura Rural	Kanyosha1	Kavumu	Kavumu	-3.39690	29.39190	1	Radio Isanganiro	0	"-3.3969,29.3919"
516	3374BUI	10758	28/09/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bururi	Bururi	Centre-Urbain	Bururi	-3.95190	29.61630	1	Xinhua General News Service	0	"-3.9519,29.6163"
516	3375BUI	10759	29/09/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	MSD: Movement for Solidarity and Democracy	7	37	Burundi	Muramvya	Muramvya	Shombo	Mubira	-3.32670	29.63040	1	Facebook/BBC; Rwanda News Agency	1	"-3.3267,29.6304"
516	3379BUI	10760	03/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)	CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)	1	13	Burundi	Bujumbura Mairie	Buterere	N.A. (4)	Mutakura	-3.34080	29.36030	1	Xinhua General News Service; Radio France Internationale; Agence France Presse - English; Agence France Presse; Human Rights Watch	7	"-3.3408,29.3603"
516	3376BUI	10761	03/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Gihosha	N.A. (11)	Kamenge	-3.35970	29.39360	1	Agence France Presse - English; Agence France Presse	0	"-3.3597,29.3936"
516	3378BUI	10762	03/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Ngagara	N.A. (24)	Ngagara	-3.35270	29.37000	1	Agence France Presse - English; Agence France Presse	0	"-3.3527,29.37"
516	3377BUI	10763	03/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Cibitoke	-3.33630	29.37880	1	Agence France Presse - English; Agence France Presse; Human Rights Watch	9	"-3.3363,29.3788"
516	3380BUI	10764	05/10/2015	2015	1	Violence against civilians	Police Forces of Burundi (2005-)	Prison Guards (Burundi)	1	Civilians (Burundi)	Prisoners (Burundi)	7	17	Burundi	Gitega	Gitega	Centre-Urbain	Gitega	-3.42250	29.93810	1	Deutsche Welle	0	"-3.4225,29.9381"
516	3381BUI	10765	05/10/2015	2015	1	Violence against civilians	Police Forces of Burundi (2005-)		1	Civilians (Burundi)		7	17	Burundi	Bujumbura Mairie	Buterere	N.A. (4)	Mutakura	-3.34080	29.36030	1	Facebook	3	"-3.3408,29.3603"
516	3382BUI	10766	07/10/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Buterere	N.A. (4)	Mutimbuzi	-3.31670	29.36670	1	Xinhua General News Service	2	"-3.3167,29.3667"
516	3384BUI	10767	08/10/2015	2015	2	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Ngagara	N.A. (24)	Ngagara	-3.35270	29.37000	1	Xinhua General News Service	1	"-3.3527,29.37"
516	3383BUI	10768	08/10/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Gihosha	N.A. (11)	Kamenge	-3.35970	29.39360	1	Xinhua General News Service	0	"-3.3597,29.3936"
516	3385BUI	10769	09/10/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Ngagara	N.A. (24)	Ngagara	-3.35270	29.37000	1	Agence France Presse	1	"-3.3527,29.37"
516	3386BUI	10770	13/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-) API Unit		1	13	Burundi	Bujumbura Mairie	Ngagara	N.A. (24)	Ngagara	-3.35270	29.37000	1	Xinhua General News Service; Radio France Internationale; Agence France Presse - English; UN News Service; Human Rights Watch	1	"-3.3527,29.37"
516	3387BUI	10771	13/10/2015	2015	1	Violence against civilians	Police Forces of Burundi (2005-)		1	Civilians (Burundi)		7	17	Burundi	Bujumbura Mairie	Ngagara	N.A. (24)	Ngagara	-3.35270	29.37000	1	Human Rights Watch	9	"-3.3527,29.37"
516	3388BUI	10772	15/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)	Civilians (Burundi)	3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Radio France International	1	"-3.4158,29.375"
516	3389BUI	10773	16/10/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	MSD: Movement for Solidarity and Democracy	7	37	Burundi	Bujumbura Mairie	Ngagara	N.A. (24)	Ngagara	-3.35270	29.37000	1	Radio France Internationale	1	"-3.3527,29.37"
516	3392BUI	10774	24/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Musaga	N.A. (20)	Musaga	-3.41580	29.37500	1	Xinhua General News Service	0	"-3.4158,29.375"
516	3391BUI	10775	24/10/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)	Government of Burundi (2005-)	7	37	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Kinama	-3.33440	29.37750	1	Xinhua General News Service	1	"-3.3344,29.3775"
516	3390BUI	10776	24/10/2015	2015	1	Violence against civilians	Unidentified Armed Group (Burundi)		3	Civilians (Burundi)		7	37	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Cibitoke	-3.33630	29.37880	1	Xinhua General News Service	1	"-3.3363,29.3788"
516	3394BUI	10777	26/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Bujumbura Mairie	Gihosha	N.A. (11)	Kamenge	-3.35970	29.39360	1	Agence France Presse - English	1	"-3.3597,29.3936"
516	3395BUI	10778	26/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)	Civilians (Burundi)	3	Police Forces of Burundi (2005-)	Military Forces of Burundi (2005-)	1	13	Burundi	Bujumbura Mairie	Kinama	N.A. (16)	Cibitoke	-3.33630	29.37880	1	Agence France Presse - English; Iwacu (2015Burundi #1124)	2	"-3.3363,29.3788"
516	3393BUI	10779	26/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Mwaro	Kayokwe	Gihinga	Mwaro	-3.50470	29.71830	2	Agence France Presse - English	4	"-3.5047,29.7183"
516	3399BUI	10780	27/10/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Burundi)		3	Police Forces of Burundi (2005-)		1	13	Burundi	Gitega	Gitega	Nyarusange	Nyarusange	-3.56156	29.82842	1	Agence France Presse - English	7	"-3.561561,29.828422"
