EVENT_DATE	YEAR	TIME_PRECISION	EVENT_TYPE	INTERACTION	COUNTRY	ADMIN1	ADMIN2	LATITUDE	LONGITUDE	GEO_PRECISION	SOURCE	FATALITIES	latlong
16/08/2015	2015	1	Riots/Protests	60	Somalia	Togdheer	Buuhoodle	8.25160	46.31572	1	Local Source Project	0	"8.251603,46.315717"
16/08/2015	2015	1	Violence against civilians	17	Somalia	Shabeellaha Hoose	Afgooye	2.08640	45.07110	1	Local Source Project	1	"2.0864,45.0711"
17/08/2015	2015	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.05492	45.33000	1	Local Source Project	0	"2.054921,45.33"
17/08/2015	2015	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.08438	45.39000	1	Local Source Project	0	"2.084381,45.39"
17/08/2015	2015	1	Battle-No change of territory	12	Somalia	Hiiraan	Belet Weyne	4.51090	44.81650	1	Local Source Project	13	"4.5109,44.8165"
17/08/2015	2015	1	Battle-No change of territory	28	Somalia	Hiiraan	Belet Weyne	4.75000	45.20000	2	Local Source Project	30	"4.75,45.2"
17/08/2015	2015	1	Riots/Protests	60	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	Local Source Project	0	"-0.36029,42.546261"
17/08/2015	2015	1	Riots/Protests	16	Somalia	Sanaag	Ceel Afweyn	9.92925	47.21727	1	Local Source Project	0	"9.92925,47.21727"
18/08/2015	2015	1	Battle-Government regains territory	12	Somalia	Gedo	Luuq	3.72838	42.91011	1	Local Source Project	11	"3.728381,42.910111"
18/08/2015	2015	1	Battle-No change of territory	44	Somalia	Shabeellaha Hoose	Marka	1.71305	44.76388	1	Local Source Project	3	"1.71305,44.76388"
18/08/2015	2015	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.07350	45.28000	1	Local Source Project	0	"2.073503,45.28"
18/08/2015	2015	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.19890	45.05480	1	Local Source Project	0	"2.1989,45.0548"
18/08/2015	2015	1	Battle-No change of territory	28	Somalia	Hiiraan	Belet Weyne	4.75000	45.20000	2	Local Source Project	10	"4.75,45.2"
18/08/2015	2015	1	Remote violence	28	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	Local Source Project	1	"-0.36029,42.546261"
18/08/2015	2015	1	Remote violence	28	Somalia	Galguduud	Ceel Dheer	3.83333	46.98333	1	Local Source Project	10	"3.83333,46.98333"
18/08/2015	2015	1	Riots/Protests	55	Somalia	Sanaag	Ceerigaabo	9.75306	48.30972	1	Local Source Project	0	"9.75306,48.30972"
18/08/2015	2015	1	Violence against civilians	27	Somalia	Jubbada Hoose	Kismayo	-0.54620	41.63980	1	Local Source Project	0	"-0.5462,41.6398"
19/08/2015	2015	1	Battle-No change of territory	12	Somalia	Jubbada Hoose	Kismayo	-0.10000	42.36000	1	Local Source Project	3	"-0.1,42.36"
19/08/2015	2015	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.06516	45.39000	1	Local Source Project	0	"2.06516,45.39"
19/08/2015	2015	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.06777	45.35000	1	Local Source Project	0	"2.067771,45.35"
19/08/2015	2015	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.07350	45.28000	1	Local Source Project	0	"2.073503,45.28"
19/08/2015	2015	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.08438	45.39000	1	Local Source Project	0	"2.084381,45.39"
19/08/2015	2015	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.10049	45.10513	1	Local Source Project	0	"2.100492,45.105128"
19/08/2015	2015	1	Violence against civilians	47	Somalia	Shabeellaha Hoose	Marka	1.63335	44.52252	1	Local Source Project	1	"1.63335,44.52252"
19/08/2015	2015	1	Violence against civilians	37	Somalia	Gedo	Garbahaarey	3.32800	42.21988	1	Local Source Project	0	"3.328,42.219879"
20/08/2015	2015	1	Battle-No change of territory	12	Somalia	Jubbada Hoose	Afmadow	0.51720	42.07100	1	Baidoa News	10	"0.5172,42.071"
20/08/2015	2015	1	Battle-No change of territory	12	Somalia	Gedo	Luuq	3.69996	43.07842	1	Local Source Project	0	"3.69996,43.07842"
20/08/2015	2015	1	Battle-No change of territory	28	Somalia	Gedo	Luuq	3.72838	42.91011	1	Local Source Project	0	"3.728381,42.910111"
20/08/2015	2015	1	Battle-No change of territory	28	Somalia	Gedo	Luuq	3.79999	42.54459	2	Local Source Project	50	"3.79999,42.54459"
20/08/2015	2015	1	Battle-No change of territory	28	Somalia	Hiiraan	Bulo Burto	4.06161	46.13139	1	Local Source Project	0	"4.06161,46.13139"
21/08/2015	2015	1	Battle-No change of territory	12	Somalia	Jubbada Hoose	Kismayo	-0.32566	42.27988	1	Local Source Project	5	"-0.32566,42.27988"
21/08/2015	2015	1	Battle-No change of territory	12	Somalia	Gedo	Luuq	3.16760	43.06380	1	Local Source Project	12	"3.1676,43.0638"
21/08/2015	2015	1	Battle-No change of territory	12	Somalia	Gedo	Garbahaarey	3.22000	42.63000	1	Shabelle Media Network	20	"3.22,42.63"
21/08/2015	2015	1	Battle-Non-state actor overtakes territory	12	Somalia	Gedo	Garbahaarey	3.22000	42.63000	1	Local Source Project	1	"3.22,42.63"
21/08/2015	2015	1	Violence against civilians	17	Somalia	Gedo	Belet Xaawo	3.78074	41.89431	1	Local Source Project	1	"3.78074,41.89431"
22/08/2015	2015	1	Battle-No change of territory	28	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	Garoweonline	25	"-0.36029,42.546261"
22/08/2015	2015	1	Non-violent transfer of territory	10	Somalia	Bay	Diinsoor	1.88657	43.18731	1	Local Source Project	0	"1.88657,43.18731"
22/08/2015	2015	1	Remote violence	13	Somalia	Banaadir	Mogadisho	2.03611	45.34750	1	Local Source Project	4	"2.036111,45.3475"
23/08/2015	2015	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.13110	45.03770	1	Local Source Project	2	"2.1311,45.0377"
23/08/2015	2015	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.16141	45.02599	1	Local Source Project	2	"2.161411,45.025992"
23/08/2015	2015	1	Battle-No change of territory	11	Somalia	Gedo	Belet Xaawo	3.78074	41.89431	1	Local Source Project	1	"3.78074,41.89431"
23/08/2015	2015	1	Remote violence	38	Somalia	Bakool	Radbure	4.35351	43.16162	1	Local Source Project	2	"4.35351,43.16162"
23/08/2015	2015	1	Violence against civilians	17	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	2	Shabelle Media Network	5	"-0.36029,42.546261"
23/08/2015	2015	1	Violence against civilians	47	Somalia	Jubbada Hoose	Afmadow	-0.01280	42.40320	1	Local Source Project	1	"-0.0128,42.4032"
23/08/2015	2015	1	Violence against civilians	27	Somalia	Hiiraan	Belet Weyne	4.71524	45.17249	1	Local Source Project	2	"4.71524,45.17249"
24/08/2015	2015	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.04620	45.33407	1	Local Source Project	0	"2.046196,45.33407"
24/08/2015	2015	1	Battle-No change of territory	12	Somalia	Gedo	Garbahaarey	3.32800	42.21988	2	Local Source Project	4	"3.328,42.219879"
24/08/2015	2015	1	Battle-No change of territory	28	Somalia	Hiiraan	Belet Weyne	4.18333	45.26667	1	Radio Al-Furqaan	0	"4.18333,45.26667"
24/08/2015	2015	1	Battle-No change of territory	28	Somalia	Hiiraan	Belet Weyne	4.75000	45.20000	2	Local Source Project	0	"4.75,45.2"
24/08/2015	2015	1	Battle-No change of territory	33	Somalia	Nugaal	Garowe	8.40635	48.48188	1	Local Source Project	0	"8.40635,48.48188"
24/08/2015	2015	1	Battle-Non-state actor overtakes territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.13110	45.03770	1	Local Source Project	2	"2.1311,45.0377"
24/08/2015	2015	1	Battle-Non-state actor overtakes territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.16141	45.02599	1	Local Source Project	1	"2.161411,45.025992"
24/08/2015	2015	1	Non-violent transfer of territory	12	Somalia	Bay	Baydhabo	3.31817	43.47315	1	Local Source Project	0	"3.31817,43.473148"
24/08/2015	2015	1	Violence against civilians	47	Somalia	Mudug	Galdogob	7.03917	47.22166	2	Local Source Project	1	"7.03917,47.22166"
24/08/2015	2015	1	Violence against civilians	37	Somalia	Woqooyi Galbeed	Hargeysa	9.55975	44.06678	1	Local Source Project	1	"9.55975,44.06678"
24/08/2015	2015	1	Violence against civilians	47	Somalia	Bari	Qardho	9.64542	49.82511	1	Local Source Project	1	"9.64542,49.82511"
25/08/2015	2015	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.08438	45.39000	1	Local Source Project	0	"2.084381,45.39"
25/08/2015	2015	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Afgooye	2.10049	45.10513	1	Local Source Project	0	"2.100492,45.105128"
25/08/2015	2015	1	Battle-No change of territory	28	Somalia	Bay	Diinsoor	2.40735	42.97655	1	Local Source Project	0	"2.40735,42.976551"
25/08/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Buur Xakaba	2.80488	44.08205	1	Shabelle Media Network (Mogadishu)	7	"2.80488,44.08205"
25/08/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Baydhabo	3.31817	43.47315	1	Local Source Project	0	"3.31817,43.473148"
25/08/2015	2015	1	Battle-No change of territory	12	Somalia	Gedo	Garbahaarey	3.32800	42.21988	1	Xinhua	12	"3.328,42.219879"
25/08/2015	2015	1	Violence against civilians	27	Somalia	Jubbada Dhexe	Jilib	0.48330	42.76660	1	Local Source Project	0	"0.4833,42.7666"
25/08/2015	2015	1	Violence against civilians	27	Somalia	Jubbada Dhexe	Buaale	1.24477	42.57317	1	Local Source Project	0	"1.24477,42.57317"
25/08/2015	2015	1	Violence against civilians	27	Somalia	Jubbada Dhexe	Saakow	1.63668	42.45190	1	Local Source Project	0	"1.63668,42.4519"
26/08/2015	2015	1	Battle-Government regains territory	12	Somalia	Bakool	Waajid	3.90306	43.58750	1	Local Source Project	14	"3.903056,43.5875"
26/08/2015	2015	1	Battle-No change of territory	28	Somalia	Gedo	Garbahaarey	3.38137	42.61459	1	Local Source Project	0	"3.381372,42.614593"
26/08/2015	2015	1	Battle-No change of territory	12	Somalia	Gedo	Garbahaarey	3.51716	42.23408	1	Local Source Project	10	"3.51716,42.23408"
26/08/2015	2015	1	Battle-No change of territory	44	Somalia	Galguduud	Cabudwaaq	6.24688	46.24333	1	Local Source Project	2	"6.246883,46.243331"
26/08/2015	2015	1	Battle-No change of territory	44	Somalia	Sanaag	Ceerigaabo	10.56955	47.10258	1	Local Source Project	0	"10.56955,47.10258"
26/08/2015	2015	1	Battle-Non-state actor overtakes territory	12	Somalia	Bakool	Waajid	3.90306	43.58750	1	Local Source Project	7	"3.903056,43.5875"
26/08/2015	2015	1	Non-violent transfer of territory	12	Somalia	Bay	Baydhabo	2.74207	43.15781	1	Local Source Project	0	"2.74207,43.15781"
26/08/2015	2015	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.04803	45.32000	1	Local Source Project	1	"2.048031,45.32"
26/08/2015	2015	1	Violence against civilians	17	Somalia	Bay	Baydhabo	2.74207	43.15781	1	Local Source Project	0	"2.74207,43.15781"
26/08/2015	2015	1	Violence against civilians	47	Somalia	Shabeellaha Dhexe	Jowhar	3.55890	46.74060	1	Local Source Project	1	"3.5589,46.7406"
26/08/2015	2015	1	Violence against civilians	37	Somalia	Hiiraan	Belet Weyne	4.75000	45.20000	1	Local Source Project	1	"4.75,45.2"
27/08/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Diinsoor	2.48652	42.57254	1	Local Source Project	0	"2.48652,42.57254"
27/08/2015	2015	1	Battle-No change of territory	11	Somalia	Bay	Baydhabo	3.03985	43.79688	1	Local Source Project	0	"3.03985,43.796879"
27/08/2015	2015	1	Battle-No change of territory	44	Somalia	Galguduud	Ceel Buur	4.68153	46.62342	2	Shabelle Media Network (Mogadishu)	1	"4.68153,46.62342"
27/08/2015	2015	1	Violence against civilians	78	Somalia	Gedo	Garbahaarey	3.38137	42.61459	1	Local Source Project	4	"3.381372,42.614593"
28/08/2015	2015	1	Battle-No change of territory	12	Somalia	Jubbada Hoose	Kismayo	-0.13020	42.57433	1	Local Source Project	0	"-0.1302,42.57433"
28/08/2015	2015	1	Battle-No change of territory	38	Somalia	Jubbada Hoose	Afmadow	-0.01280	42.40320	1	Local Source Project	0	"-0.0128,42.4032"
28/08/2015	2015	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.08438	45.39000	1	Radio Andalus	10	"2.084381,45.39"
28/08/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Baydhabo	2.74207	43.15781	1	Local Source Project	15	"2.74207,43.15781"
28/08/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Buur Xakaba	2.99257	44.30732	1	Local Source Project	1	"2.99257,44.30732"
28/08/2015	2015	1	Battle-No change of territory	44	Somalia	Sool	Lascaanod	8.00139	47.56722	1	Local Source Project	1	"8.00139,47.56722"
28/08/2015	2015	1	Violence against civilians	47	Somalia	Woqooyi Galbeed	Hargeysa	9.00000	44.00028	1	Local Source Project	1	"9,44.00028"
29/08/2015	2015	1	Battle-No change of territory	38	Somalia	Shabeellaha Hoose	Marka	1.71305	44.76388	1	Local Source Project	0	"1.71305,44.76388"
29/08/2015	2015	1	Battle-Non-state actor overtakes territory	28	Somalia	Bay	Baydhabo	2.74207	43.15781	1	Somali Memo	0	"2.74207,43.15781"
29/08/2015	2015	1	Non-violent transfer of territory	28	Somalia	Bay	Diinsoor	1.99769	42.80069	1	Local Source Project	0	"1.99769,42.80069"
29/08/2015	2015	1	Non-violent transfer of territory	28	Somalia	Bay	Diinsoor	2.60932	43.17174	1	Local Source Project	0	"2.60932,43.17174"
29/08/2015	2015	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.02639	45.33111	1	Local Source Project	1	"2.026389,45.331111"
29/08/2015	2015	1	Violence against civilians	37	Somalia	Mudug	Gaalkacyo	6.76924	47.43061	1	Local Source Project	1	"6.76924,47.430611"
29/08/2015	2015	1	Violence against civilians	27	Somalia	Nugaal	Garowe	8.40635	48.48188	1	Local Source Project	0	"8.40635,48.48188"
30/08/2015	2015	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.04803	45.32000	1	Local Source Project	0	"2.048031,45.32"
30/08/2015	2015	1	Battle-No change of territory	28	Somalia	Hiiraan	Bulo Burto	4.21173	45.56245	2	Local Source Project	1	"4.21173,45.56245"
30/08/2015	2015	1	Battle-No change of territory	28	Somalia	Hiiraan	Belet Weyne	4.33494	45.45901	1	Local Source Project	0	"4.33494,45.45901"
30/08/2015	2015	1	Battle-No change of territory	44	Somalia	Sool	Lascaanod	8.00139	47.56722	2	Local Source Project	6	"8.00139,47.56722"
30/08/2015	2015	1	Violence against civilians	78	Somalia	Bay	Baydhabo	3.23320	43.62750	1	Local Source Project	1	"3.2332,43.6275"
30/08/2015	2015	1	Violence against civilians	37	Somalia	Gedo	Doolow	4.16358	42.07617	1	Local Source Project	4	"4.16358,42.07617"
31/08/2015	2015	1	Battle-Government regains territory	28	Somalia	Hiiraan	Bulo Burto	4.21173	45.56245	1	Local Source Project	0	"4.21173,45.56245"
31/08/2015	2015	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.00950	45.25000	1	Local Source Project	1	"2.009499,45.25"
31/08/2015	2015	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.04803	45.32000	1	Local Source Project	1	"2.048031,45.32"
31/08/2015	2015	1	Battle-No change of territory	13	Somalia	Bay	Buur Xakaba	2.80488	44.08205	1	Local Source Project	1	"2.80488,44.08205"
31/08/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Baydhabo	2.99111	43.49611	1	Local Source Project	30	"2.991111,43.496111"
31/08/2015	2015	2	Battle-No change of territory	13	Somalia	Gedo	Dolow	4.03035	42.29398	1	Baidoa	0	"4.03035,42.29398"
31/08/2015	2015	1	Violence against civilians	37	Somalia	Shabeellaha Hoose	Afgooye	1.92328	45.10225	1	Local Source Project	2	"1.923276,45.102253"
31/08/2015	2015	1	Violence against civilians	78	Somalia	Hiiraan	Bulo Burto	3.97055	46.07281	1	Local Source Project	5	"3.970554,46.072808"
31/08/2015	2015	2	Violence against civilians	17	Somalia	Gedo	Dolow	4.03035	42.29398	1	Baidoa	4	"4.03035,42.29398"
01/09/2015	2015	1	Battle-No change of territory	28	Somalia	Shabeellaha Hoose	Marka	1.74928	44.74372	1	Local Source Project	0	"1.749276,44.743717"
01/09/2015	2015	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.06777	45.35000	1	Local Source Project	0	"2.067771,45.35"
01/09/2015	2015	1	Battle-No change of territory	28	Somalia	Gedo	Garbahaarey	3.03594	41.86737	1	Local Source Project	0	"3.03594,41.86737"
01/09/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Baydhabo	3.03985	43.79688	1	Local Source Project	1	"3.03985,43.796879"
01/09/2015	2015	1	Battle-No change of territory	11	Somalia	Hiiraan	Belet Weyne	4.75000	45.20000	1	Local Source Project	1	"4.75,45.2"
01/09/2015	2015	1	Battle-Non-state actor overtakes territory	28	Somalia	Jubbada Hoose	Afmadow	-0.01280	42.40320	1	Local Source Project	50	"-0.0128,42.4032"
01/09/2015	2015	1	Violence against civilians	27	Somalia	Bakool	Xudur	4.26505	43.48478	2	Local Source Project	1	"4.26505,43.48478"
01/09/2015	2015	1	Violence against civilians	47	Somalia	Togdheer	Burao	9.74503	45.63403	1	Local Source Project	1	"9.745026,45.634033"
02/09/2015	2015	1	Battle-No change of territory	13	Somalia	Bay	Baydhabo	3.11718	43.64690	1	Local Source Project	1	"3.11718,43.6469"
02/09/2015	2015	1	Battle-No change of territory	44	Somalia	Sanaag	Badhan	10.72000	48.35000	1	Local Source Project	0	"10.72,48.35"
02/09/2015	2015	1	Non-violent transfer of territory	20	Somalia	Gedo	Garbahaarey	3.50187	42.15471	1	Local Source Project	0	"3.50187,42.15471"
02/09/2015	2015	1	Riots/Protests	60	Somalia	Woqooyi Galbeed	Hargeysa	9.55975	44.06678	1	Local Source Project	0	"9.55975,44.06678"
02/09/2015	2015	1	Violence against civilians	17	Somalia	Bari	Bossaso	11.28366	49.18060	1	Local Source Project	1	"11.28366,49.1806"
03/09/2015	2015	1	Battle-No change of territory	28	Somalia	Gedo	Baardheere	2.20586	41.62493	1	Local Source Project	0	"2.20586,41.62493"
03/09/2015	2015	1	Battle-No change of territory	24	Somalia	Bakool	Xudur	4.15070	44.21190	1	Local Source Project	1	"4.1507,44.2119"
03/09/2015	2015	1	Non-violent transfer of territory	20	Somalia	Bakool	Xudur	4.15070	44.21190	1	Local Source Project	0	"4.1507,44.2119"
04/09/2015	2015	1	Battle-No change of territory	28	Somalia	Jubbada Hoose	Afmadow	-0.01280	42.40320	1	Radio Al-Furqaan	13	"-0.0128,42.4032"
04/09/2015	2015	1	Non-violent transfer of territory	20	Somalia	Shabeellaha Hoose	Afgooye	1.49520	44.47090	1	Local Source Project	0	"1.4952,44.4709"
04/09/2015	2015	1	Non-violent transfer of territory	20	Somalia	Shabeellaha Hoose	Qoryooley	1.61044	44.33289	1	Local Source Project	0	"1.61044,44.33289"
04/09/2015	2015	1	Violence against civilians	27	Somalia	Jubbada Dhexe	Buaale	1.24477	42.57317	1	Local Source Project	4	"1.24477,42.57317"
05/09/2015	2015	1	Battle-No change of territory	38	Somalia	Shabeellaha Hoose	Marka	1.77840	44.72690	1	Local Source Project	2	"1.7784,44.7269"
05/09/2015	2015	1	Battle-No change of territory	12	Somalia	Gedo	Baardheere	2.26145	41.84209	1	Local Source Project	1	"2.261448,41.842085"
05/09/2015	2015	1	Battle-No change of territory	13	Somalia	Shabeellaha Dhexe	Jowhar	2.88320	45.54070	1	Local Source Project	1	"2.8832,45.5407"
05/09/2015	2015	1	Remote violence	38	Somalia	Shabeellaha Hoose	Marka	1.68040	44.72268	1	Local Source Project	0	"1.6804,44.722678"
05/09/2015	2015	1	Violence against civilians	47	Somalia	Sool	Xudun	9.46076	47.45813	1	Local Source Project	0	"9.46076,47.45813"
06/09/2015	2015	1	Battle-No change of territory	38	Somalia	Bay	Buur Xakaba	2.80488	44.08205	2	Local Source Project	0	"2.80488,44.08205"
06/09/2015	2015	1	Battle-No change of territory	12	Somalia	Hiiraan	Bulo Burto	4.06161	46.13139	1	Local Source Project	0	"4.06161,46.13139"
06/09/2015	2015	1	Battle-No change of territory	28	Somalia	Hiiraan	Belet Weyne	4.33494	45.45901	1	Local Source Project	0	"4.33494,45.45901"
06/09/2015	2015	1	Battle-No change of territory	11	Somalia	Galguduud	Cadaado	6.30619	46.54925	1	Local Source Project	0	"6.30619,46.54925"
06/09/2015	2015	1	Non-violent transfer of territory	80	Somalia	Bakool	Xudur	4.15070	44.21190	1	Local Source Project	0	"4.1507,44.2119"
06/09/2015	2015	1	Non-violent transfer of territory	20	Somalia	Bakool	Xudur	4.26505	43.48478	1	Local Source Project	0	"4.26505,43.48478"
06/09/2015	2015	1	Non-violent transfer of territory	80	Somalia	Bakool	Xudur	4.26505	43.48478	1	Local Source Project	0	"4.26505,43.48478"
06/09/2015	2015	1	Violence against civilians	27	Somalia	Bay	Baydhabo	3.05482	43.13650	1	Local Source Project	1	"3.05482,43.1365"
07/09/2015	2015	1	Battle-No change of territory	38	Somalia	Shabeellaha Hoose	Marka	1.71305	44.76388	1	Local Source Project	0	"1.71305,44.76388"
07/09/2015	2015	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.04620	45.33407	1	Local Source Project	1	"2.046196,45.33407"
07/09/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Diinsoor	2.11201	43.21560	1	Local Source Project	0	"2.11201,43.2156"
07/09/2015	2015	1	Battle-Non-state actor overtakes territory	28	Somalia	Bakool	Xudur	4.19008	43.64343	1	Local Source Project	0	"4.19008,43.64343"
07/09/2015	2015	1	Remote violence	37	Somalia	Banaadir	Mogadisho	2.00950	45.25000	1	Local Source Project	0	"2.009499,45.25"
07/09/2015	2015	1	Remote violence	28	Somalia	Hiiraan	Bulo Burto	4.21173	45.56245	1	Local Source Project	0	"4.21173,45.56245"
07/09/2015	2015	1	Remote violence	28	Somalia	Hiiraan	Belet Weyne	4.33494	45.45901	1	Local Source Project	0	"4.33494,45.45901"
07/09/2015	2015	1	Riots/Protests	26	Somalia	Bay	Baydhabo	3.05482	43.13650	1	Local Source Project	0	"3.05482,43.1365"
08/09/2015	2015	1	Battle-No change of territory	12	Somalia	Shabeellaha Hoose	Qoryooley	1.78586	44.53130	1	Local Source Project	3	"1.78586,44.5313"
08/09/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Buur Xakaba	2.71437	44.50902	1	Local Source Project	0	"2.71437,44.50902"
08/09/2015	2015	1	Battle-No change of territory	33	Somalia	Galguduud	Cabudwaaq	6.24178	46.30720	1	Local Source Project	0	"6.24178,46.3072"
08/09/2015	2015	1	Battle-No change of territory	13	Somalia	Nugaal	Garowe	8.40635	48.48188	1	Local Source Project	0	"8.40635,48.48188"
08/09/2015	2015	1	Non-violent transfer of territory	10	Somalia	Bakool	Xudur	4.19008	43.64343	1	Local Source Project	0	"4.19008,43.64343"
08/09/2015	2015	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.00950	45.25000	1	Local Source Project	1	"2.009499,45.25"
08/09/2015	2015	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.00950	45.25000	1	Sans Frontieres	1	"2.009499,45.25"
08/09/2015	2015	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.02053	45.28967	1	Local Source Project	0	"2.020525,45.289666"
09/09/2015	2015	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.04620	45.33407	1	Local Source Project	0	"2.046196,45.33407"
09/09/2015	2015	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.06777	45.35000	1	Local Source Project	0	"2.067771,45.35"
09/09/2015	2015	1	Battle-No change of territory	33	Somalia	Galguduud	Cabudwaaq	6.24178	46.30720	1	Somali Memo	21	"6.24178,46.3072"
09/09/2015	2015	1	Battle-No change of territory	14	Somalia	Sool	Lascaanod	8.47358	47.35441	1	Local Source Project	0	"8.473575,47.354409"
09/09/2015	2015	1	Non-violent transfer of territory	20	Somalia	Shabeellaha Hoose	Marka	1.52078	44.42945	1	Local Source Project	0	"1.52078,44.42945"
09/09/2015	2015	1	Non-violent transfer of territory	20	Somalia	Shabeellaha Hoose	Marka	1.65840	44.57998	1	Local Source Project	0	"1.6584,44.57998"
09/09/2015	2015	1	Non-violent transfer of territory	20	Somalia	Hiiraan	Belet Weyne	4.06010	45.25770	1	Local Source Project	0	"4.0601,45.2577"
09/09/2015	2015	1	Remote violence	38	Somalia	Shabeellaha Hoose	Marka	1.86593	44.85668	1	Local Source Project	0	"1.86593,44.85668"
09/09/2015	2015	1	Remote violence	13	Somalia	Banaadir	Mogadisho	2.02053	45.28967	1	Local Source Project	0	"2.020525,45.289666"
09/09/2015	2015	1	Remote violence	23	Somalia	Bay	Buur Xakaba	2.84341	44.09672	1	Local Source Project	0	"2.84341,44.09672"
09/09/2015	2015	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.05492	45.33000	1	Local Source Project	0	"2.054921,45.33"
09/09/2015	2015	1	Violence against civilians	37	Somalia	Bari	Bossaso	11.28366	49.18060	1	Local Source Project	1	"11.28366,49.1806"
10/09/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Buur Xakaba	2.71437	44.50902	1	Local Source Project	0	"2.71437,44.50902"
10/09/2015	2015	1	Battle-Non-state actor overtakes territory	24	Somalia	Shabeellaha Hoose	Marka	1.52078	44.42945	1	Local Source Project	2	"1.52078,44.42945"
10/09/2015	2015	1	Non-violent transfer of territory	20	Somalia	Bakool	Xudur	4.04413	44.05973	1	Local Source Project	0	"4.044129,44.059725"
10/09/2015	2015	1	Riots/Protests	60	Somalia	Awdal	Borama	9.93869	43.18392	1	Local Source Project	0	"9.93869,43.18392"
10/09/2015	2015	1	Riots/Protests	15	Somalia	Bari	Bossaso	11.28366	49.18060	1	Local Source Project	0	"11.28366,49.1806"
11/09/2015	2015	1	Battle-No change of territory	13	Somalia	Jubbada Hoose	Kismayo	-0.36029	42.54626	1	Local Source Project	0	"-0.36029,42.546261"
11/09/2015	2015	1	Remote violence	38	Somalia	Shabeellaha Hoose	Afgooye	2.15000	45.11600	1	Radio Dalsan	0	"2.15,45.116"
11/09/2015	2015	1	Remote violence	28	Somalia	Bay	Buur Xakaba	2.71437	44.50902	1	Shabelle Media Network (Mogadishu)	0	"2.71437,44.50902"
11/09/2015	2015	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.02053	45.28967	1	Local Source Project	0	"2.020525,45.289666"
12/09/2015	2015	1	Battle-No change of territory	28	Somalia	Bay	Baydhabo	2.91661	43.00000	1	Radio Al-Furqaan	0	"2.91661,43"
12/09/2015	2015	1	Violence against civilians	37	Somalia	Banaadir	Mogadisho	2.07350	45.28000	1	Local Source Project	1	"2.073503,45.28"
13/09/2015	2015	1	Battle-No change of territory	13	Somalia	Banaadir	Mogadisho	2.04803	45.32000	1	Local Source Project	0	"2.048031,45.32"
13/09/2015	2015	1	Battle-No change of territory	12	Somalia	Banaadir	Mogadisho	2.06777	45.35000	1	Local Source Project	1	"2.067771,45.35"
13/09/2015	2015	1	Battle-No change of territory	12	Somalia	Bay	Diinsoor	3.02580	43.65170	1	Local Source Project	0	"3.0258,43.6517"
