EVENT_DATE	YEAR	TIME_PRECISION	EVENT_TYPE	INTERACTION	COUNTRY	ADMIN1	ADMIN2	LATITUDE	LONGITUDE	GEO_PRECISION	SOURCE	FATALITIES	latlong
06/01/2015	2015	1	Strategic development	17	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Radio Okapi	0	"-4.325,15.322222"
07/01/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Bas-Congo	Matadi	-5.83728	13.44998	1	Radio Okapi	0	"-5.837278,13.449984"
08/01/2015	2015	1	Battle-No change of territory	44	Democratic Republic of Congo	Equateur	Mongala	2.18333	22.46667	1	Radio Okapi	3	"2.183333,22.466667"
08/01/2015	2015	1	Strategic development	30	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.46800	28.82020	2	Radio Okapi	0	"-2.468,28.8202"
08/01/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Nord-Kivu	Goma	-1.69333	29.23389	1	Radio Okapi	0	"-1.693333,29.233889"
09/01/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.30385	15.30374	1	La Prospérité	0	"-4.303849,15.303742"
10/01/2015	2015	1	Battle-Government regains territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.05219	29.51913	2	Radio Okapi	0	"-0.052191,29.519133"
11/01/2015	2015	2	Remote violence	30	Democratic Republic of Congo	Orientale	Kisangani	0.51469	25.18963	2	Radio Okapi	0	"0.514688,25.189633"
11/01/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Radio Okapi; Radio France Internationale; Agence France Presse	0	"-4.325,15.322222"
11/01/2015	2015	1	Violence against civilians	16	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Radio Okapi	0	"-4.325,15.322222"
12/01/2015	2015	1	Riots/Protests	16	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Radio Okapi	0	"-4.325,15.322222"
14/01/2015	2015	1	Battle-Government regains territory	13	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.33333	29.06667	1	Radio Okapi	0	"-3.333333,29.066667"
14/01/2015	2015	1	Battle-Government regains territory	13	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.42805	28.07264	2	Radio Okapi	0	"-1.42805,28.07264"
14/01/2015	2015	1	Battle-Government regains territory	13	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.17429	28.20308	1	Radio Okapi	0	"-1.174294,28.203075"
14/01/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-4.69591	28.64744	2	Radio Okapi	3	"-4.695909,28.647444"
14/01/2015	2015	1	Riots/Protests	55	Democratic Republic of Congo	Kasai-Oriental	Mbuji-Mayi	-6.15000	23.60000	1	Radio Okapi	0	"-6.15,23.6"
15/01/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Orientale	Ituri	1.43053	30.29757	1	Radio Okapi	0	"1.43053,30.29757"
15/01/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Orientale	Ituri	1.31118	30.17372	1	Radio Okapi	0	"1.311183,30.173724"
15/01/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	2	Radio Okapi	0	"1.566667,30.25"
15/01/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Orientale	Ituri	1.21317	30.08565	1	Radio Okapi	20	"1.213169,30.08565"
15/01/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Sud-Kivu	Bukavu	-2.50000	28.86667	1	Radio Okapi	0	"-2.5,28.866667"
15/01/2015	2015	1	Violence against civilians	27	Democratic Republic of Congo	Orientale	Bas-Uele	4.14713	22.48236	1	Radio Okapi	0	"4.147125,22.482355"
17/01/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Orientale	Ituri	1.33724	28.10785	1	Radio Okapi	2	"1.33724,28.10785"
19/01/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Nord-Kivu	Goma	-1.69333	29.23389	1	Radio Okapi	0	"-1.693333,29.233889"
19/01/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Deutsche Welle	12	"-4.325,15.322222"
19/01/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Sud-Kivu	Bukavu	-2.50000	28.86670	1	UN News Service (New York)	0	"-2.5,28.8667"
19/01/2015	2015	1	Violence against civilians	16	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Agence France Presse	0	"-4.325,15.322222"
20/01/2015	2015	1	Riots/Protests	50	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.38022	15.32254	1	Agence France Presse	0	"-4.380221,15.322543"
20/01/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.38361	15.39139	1	Radio France Internationale	1	"-4.38361,15.39139"
20/01/2015	2015	1	Riots/Protests	50	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.35042	15.23971	1	Xinhua	0	"-4.350422,15.239714"
20/01/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.39620	15.31924	1	Radio France Internationale	1	"-4.396198,15.319236"
20/01/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Deutsche Welle	10	"-4.325,15.322222"
20/01/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Katanga	Lubumbashi	-11.65955	27.47411	3	Xinhua	0	"-11.659553,27.474112"
20/01/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Nord-Kivu	Goma	-1.67000	29.22000	3	Xinhua	0	"-1.67,29.22"
20/01/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Sud-Kivu	Bukavu	-2.50000	28.86667	3	Xinhua	0	"-2.5,28.866667"
20/01/2015	2015	1	Strategic development	10	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Committee to Protect Journalists (New York); Agence France Presse	0	"-4.325,15.322222"
21/01/2015	2015	1	Battle-No change of territory	44	Democratic Republic of Congo	Equateur	Sud-Ubangui	3.25000	19.76667	2	Radio Okapi	5	"3.25,19.766667"
21/01/2015	2015	1	Riots/Protests	16	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Deutsche Welle	0	"-4.325,15.322222"
21/01/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Deutsche Welle	12	"-4.325,15.322222"
21/01/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Sud-Kivu	Bukavu	-2.50000	28.86670	1	Radio Okapi	0	"-2.5,28.8667"
21/01/2015	2015	1	Violence against civilians	57	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Agence France Presse -- English	0	"-4.325,15.322222"
21/01/2015	2015	1	Violence against civilians	17	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Radio Okapi	0	"-4.325,15.322222"
22/01/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Nord-Kivu	Goma	-1.69333	29.23389	1	Radio Okapi	4	"-1.693333,29.233889"
23/01/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Equateur	Mbandaka	0.04677	18.27109	1	Radio Okapi	0	"0.046773,18.271092"
23/01/2015	2015	1	Riots/Protests	50	Democratic Republic of Congo	Nord-Kivu	Goma	-1.63333	29.18333	1	Radio Okapi	2	"-1.63333,29.18333"
23/01/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.82139	28.52667	2	Radio Okapi	0	"-2.821389,28.526667"
24/01/2015	2015	1	Strategic development	30	Democratic Republic of Congo	Sud-Kivu	Bukavu	-2.50000	28.86670	2	Radio Okapi	0	"-2.5,28.8667"
26/01/2015	2015	1	Riots/Protests	16	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Agence France Presse -- English	0	"-4.325,15.322222"
26/01/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.15867	29.23860	2	Radio Okapi	0	"-0.158669,29.238599"
27/01/2015	2015	1	Riots/Protests	55	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	1	Radio Okapi	0	"1.566667,30.25"
27/01/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Katanga	Lubumbashi	-11.65955	27.47411	1	Radio Okapi	0	"-11.659553,27.474112"
27/01/2015	2015	2	Violence against civilians	17	Democratic Republic of Congo	Kasai-Oriental	Mbuji-Mayi	-6.15000	23.60000	1	Radio Okapi	0	"-6.15,23.6"
28/01/2015	2015	1	Violence against civilians	47	Democratic Republic of Congo	Equateur	Sud-Ubangui	3.25000	19.76667	2	Radio Okapi	1	"3.25,19.766667"
29/01/2015	2015	1	Violence against civilians	27	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.39534	29.13779	2	Radio Okapi	1	"-3.395338,29.137788"
31/01/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Orientale	Ituri	2.86218	30.84138	1	Radio Okapi	15	"2.86218,30.84138"
02/02/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Orientale	Ituri	2.29993	30.99181	1	Radio Okapi	0	"2.299926,30.991813"
02/02/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.18690	29.44613	2	Radio Okapi	0	"-1.186903,29.446132"
03/02/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Sud-Kivu	Bukavu	-2.50000	28.86670	1	Radio France Internationale; Radio Okapi	0	"-2.5,28.8667"
03/02/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Equateur	Nord-Ubangi	4.17341	21.63863	1	Radio Okapi	0	"4.173407,21.63863"
03/02/2015	2015	1	Violence against civilians	27	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.05219	29.51913	2	Radio Okapi; Agence France Presse	21	"-0.052191,29.519133"
04/02/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Sud-Kivu	Bukavu	-2.50000	28.86670	1	Radio France Internationale	0	"-2.5,28.8667"
04/02/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.73332	29.03687	1	Radio Okapi	2	"-0.733317,29.036865"
04/02/2015	2015	1	Violence against civilians	27	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	2	Radio Okapi	6	"1.566667,30.25"
05/02/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.73332	29.03687	1	Radio Okapi	1	"-0.733317,29.036865"
05/02/2015	2015	1	Violence against civilians	27	Democratic Republic of Congo	Orientale	Bas-Uele	4.25000	26.43333	1	Radio Okapi	0	"4.25,26.433333"
06/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.05219	29.51913	2	Agence France Presse	0	"-0.052191,29.519133"
06/02/2015	2015	1	Violence against civilians	27	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.64095	29.90582	2	Radio Okapi	4	"0.640954,29.905824"
07/02/2015	2015	2	Battle-No change of territory	13	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	2	Agence France Presse	1	"1.566667,30.25"
07/02/2015	2015	2	Violence against civilians	37	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	2	Agence France Presse	2	"1.566667,30.25"
09/02/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Kasai-Oriental	Mbuji-Mayi	-6.15000	23.60000	1	Radio Okapi	0	"-6.15,23.6"
09/02/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Katanga	Tanganyka	-7.30000	27.41667	2	Radio Okapi	5	"-7.3,27.41667"
11/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.87947	29.56779	1	Xinhua News Agency - French	5	"-0.879468,29.567791"
11/02/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.87947	29.56779	1	Xinhua News Agency - French	9	"-0.879468,29.567791"
12/02/2015	2015	2	Battle-No change of territory	44	Democratic Republic of Congo	Katanga	Tanganyka	-7.30000	27.41667	2	Agence France Presse -- English	20	"-7.3,27.41667"
12/02/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.70000	28.11660	1	Radio Okapi	1	"-1.7,28.1166"
13/02/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.70000	28.11660	1	Radio Okapi	0	"-1.7,28.1166"
13/02/2015	2015	1	Battle-No change of territory	14	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	1	Radio Okapi	2	"1.566667,30.25"
15/02/2015	2015	1	Battle-No change of territory	44	Democratic Republic of Congo	Katanga	Tanganyka	-7.30000	27.41667	2	Radio Okapi; Agence France Presse -- English	7	"-7.3,27.41667"
15/02/2015	2015	1	Violence against civilians	47	Democratic Republic of Congo	Equateur	Sud-Ubangui	3.25000	19.76667	2	Radio Okapi	1	"3.25,19.766667"
15/02/2015	2015	3	Violence against civilians	27	Democratic Republic of Congo	Orientale	Bas-Uele	4.02959	25.84707	3	Radio France Internationale	0	"4.029586,25.847074"
16/02/2015	2015	1	Battle-No change of territory	23	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.76667	28.73333	1	Xinhua News Agency - French	6	"-0.766667,28.733333"
16/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Orientale	Haut-Uele	3.61667	28.56667	2	Radio Okapi; Réseau des Journalistes de RCA	2	"3.616667,28.566667"
16/02/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Kasai-Oriental	Mbuji-Mayi	-6.15000	23.60000	1	Radio Okapi	0	"-6.15,23.6"
16/02/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Katanga	Haut-Katanga	-8.47162	28.89659	1	Radio Okapi	0	"-8.471623,28.89659"
16/02/2015	2015	1	Violence against civilians	27	Democratic Republic of Congo	Orientale	Haut-Uele	3.61667	28.56667	2	Xinhua News Agency - French	0	"3.616667,28.566667"
17/02/2015	2015	1	Battle-No change of territory	23	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.76667	28.73333	1	Xinhua News Agency - French	6	"-0.766667,28.733333"
17/02/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-4.09926	29.09333	1	Radio Okapi	0	"-4.099264,29.093332"
17/02/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	1	Radio Okapi	4	"1.566667,30.25"
17/02/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.42805	28.07264	2	Radio Okapi	0	"-1.42805,28.07264"
17/02/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	2	Radio Okapi	2	"1.566667,30.25"
18/02/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Kasai-Occidental	Kasai	-6.41907	20.79282	1	Radio Okapi	0	"-6.419071,20.792822"
19/02/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Orientale	Ituri	2.00000	28.50000	2	Radio Okapi	0	"2,28.5"
22/02/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	1	Radio Okapi	0	"1.566667,30.25"
23/02/2015	2015	1	Riots/Protests	50	Democratic Republic of Congo	Katanga	Likasi	-10.98607	26.74480	2	Radio Okapi	0	"-10.986065,26.744804"
24/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.87947	29.56779	1	Radio Okapi	0	"-0.879468,29.567791"
24/02/2015	2015	1	Battle-No change of territory	11	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.09665	28.90377	1	Radio Okapi	0	"-2.096647,28.903774"
24/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.03500	28.98000	1	Radio Okapi; Agence France Presse	3	"-3.035,28.98"
25/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.11827	28.99352	1	Les Dépêches de Brazzaville	0	"-3.118265,28.993521"
25/02/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.11667	29.03333	1	Radio Okapi	1	"-1.11667,29.03333"
26/02/2015	2015	1	Battle-Government regains territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.01200	29.34930	2	Radio Okapi	0	"-1.011999,29.3493"
26/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.32111	29.37278	1	Radio Okapi	0	"-1.321111,29.372778"
26/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.18690	29.44613	2	Radio Okapi	0	"-1.186903,29.446132"
26/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.10022	29.28460	1	Radio Okapi	0	"-1.100223,29.284599"
26/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.11827	28.99352	1	Les Dépêches de Brazzaville	0	"-3.118265,28.993521"
26/02/2015	2015	1	Riots/Protests	50	Democratic Republic of Congo	Kasai-Occidental	Kananga	-5.89583	22.41778	1	Radio Okapi	0	"-5.895833,22.417778"
27/02/2015	2015	1	Battle-Government regains territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.05219	29.51913	2	Radio Okapi	1	"-0.052191,29.519133"
27/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.52189	29.24958	1	Radio Okapi	0	"-1.521893,29.249577"
28/02/2015	2015	1	Battle-Government regains territory	12	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.30108	28.10044	1	Radio Okapi	0	"-3.301083,28.100441"
28/02/2015	2015	1	Battle-Government regains territory	13	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.42805	28.07264	2	Radio Okapi	0	"-1.42805,28.07264"
28/02/2015	2015	2	Battle-Government regains territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.21084	29.27576	1	Xinhua News Agency - French	0	"-1.210839,29.275756"
28/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.10022	29.28460	1	Xinhua News Agency - French	7	"-1.100223,29.284599"
28/02/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.52189	29.24958	1	Radio Okapi	0	"-1.521893,29.249577"
01/03/2015	2015	2	Battle-Government regains territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.05219	29.51913	2	Xinhua News Agency - French; Agence France Presse -- English; Radio Okapi	4	"-0.052191,29.519133"
01/03/2015	2015	2	Battle-No change of territory	12	Democratic Republic of Congo	Sud-Kivu	Bukavu	-2.50000	28.86670	2	Agence France Presse -- English; Radio Okapi	3	"-2.5,28.8667"
01/03/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.42805	28.07264	2	Radio Okapi	0	"-1.42805,28.07264"
01/03/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.52189	29.24958	1	Radio Okapi	0	"-1.521893,29.249577"
01/03/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Goma	-1.69333	29.23389	2	Xinhua News Agency - French	0	"-1.693333,29.233889"
01/03/2015	2015	3	Battle-No change of territory	13	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-4.09926	29.09333	1	Radio Okapi	1	"-4.099264,29.093332"
01/03/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Katanga	Lubumbashi	-11.65955	27.47411	1	Agence France Presse	0	"-11.659553,27.474112"
01/03/2015	2015	1	Strategic development	12	Democratic Republic of Congo	Nord-Kivu	Goma	-1.69333	29.23389	2	Radio Okapi	0	"-1.693333,29.233889"
02/03/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.52189	29.24958	1	Radio Okapi	0	"-1.521893,29.249577"
03/03/2015	2015	1	Battle-Government regains territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.18690	29.44613	2	Radio Okapi	0	"-1.186903,29.446132"
03/03/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.52189	29.24958	1	Radio Okapi	0	"-1.521893,29.249577"
03/03/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	2	Radio Okapi	0	"1.566667,30.25"
04/03/2015	2015	2	Battle-No change of territory	13	Democratic Republic of Congo	Orientale	Ituri	1.43821	29.84473	2	Radio Okapi	1	"1.43821,29.844725"
04/03/2015	2015	2	Battle-No change of territory	23	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.15867	29.23860	2	Le Potential (Kinshasa)	1	"-0.158669,29.238599"
04/03/2015	2015	2	Violence against civilians	37	Democratic Republic of Congo	Orientale	Ituri	1.43821	29.84473	2	Radio Okapi	0	"1.43821,29.844725"
05/03/2015	2015	2	Riots/Protests	60	Democratic Republic of Congo	Katanga	Lubumbashi	-11.65955	27.47411	1	Radio Okapi	0	"-11.659553,27.474112"
05/03/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Maniema	Maniema	-4.61667	26.83333	1	Radio Okapi	0	"-4.616667,26.833333"
06/03/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.40000	28.81667	2	Xinhua News Agency - French	0	"-1.4,28.816667"
06/03/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Katanga	Tanganyka	-5.38330	27.00000	1	Radio Okapi	0	"-5.3833,27"
06/03/2015	2015	1	Strategic development	12	Democratic Republic of Congo	Nord-Kivu	Goma	-1.67000	29.22000	1	Radio Okapi	0	"-1.67,29.22"
06/03/2015	2015	1	Violence against civilians	27	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.35125	29.75772	1	Xinhua News Agency - French	0	"0.35125,29.757723"
07/03/2015	2015	1	Battle-No change of territory	23	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.35125	29.75772	1	Radio Okapi	3	"0.35125,29.757723"
07/03/2015	2015	1	Riots/Protests	50	Democratic Republic of Congo	Orientale	Ituri	2.86218	30.84138	1	Radio Okapi	0	"2.86218,30.84138"
07/03/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Equateur	Mbandaka	0.04677	18.27109	1	Radio Okapi	0	"0.046773,18.271092"
07/03/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Equateur	Mbandaka	0.04677	18.27109	1	Radio Okapi	0	"0.046773,18.271092"
07/03/2015	2015	2	Strategic development	10	Democratic Republic of Congo	Nord-Kivu	Beni	0.50000	29.46667	2	Radio Okapi	0	"0.5,29.466667"
07/03/2015	2015	1	Violence against civilians	17	Democratic Republic of Congo	Orientale	Ituri	2.86218	30.84138	1	Radio Okapi	0	"2.86218,30.84138"
07/03/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.70768	28.64583	2	Radio Okapi	10	"-2.707683,28.645832"
08/03/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.65000	28.08330	2	Radio Okapi	0	"-1.65,28.0833"
08/03/2015	2015	1	Non-violent transfer of territory	10	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.05219	29.51913	2	Radio Okapi	0	"-0.052191,29.519133"
08/03/2015	2015	1	Strategic development	10	Democratic Republic of Congo	Nord-Kivu	Goma	-1.69333	29.23389	2	Radio Okapi	0	"-1.693333,29.233889"
08/03/2015	2015	1	Violence against civilians	27	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.65000	28.08330	2	Radio Okapi	1	"-1.65,28.0833"
08/03/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Orientale	Ituri	1.38330	30.26660	1	Radio Okapi	0	"1.3833,30.2666"
09/03/2015	2015	1	Battle-No change of territory	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.05219	29.51913	2	Radio Okapi	0	"-0.052191,29.519133"
09/03/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.18690	29.44613	1	Radio Okapi	0	"-1.186903,29.446132"
09/03/2015	2015	2	Violence against civilians	27	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.35125	29.75772	1	Radio Okapi	5	"0.35125,29.757723"
10/03/2015	2015	1	Riots/Protests	60	Democratic Republic of Congo	Bas-Congo	Matadi	-5.83728	13.44998	1	Radio Okapi	0	"-5.837278,13.449984"
11/03/2015	2015	2	Battle-No change of territory	12	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.39534	29.13779	2	Radio Okapi	0	"-3.395338,29.137788"
11/03/2015	2015	1	Riots/Protests	50	Democratic Republic of Congo	Kasai-Occidental	Kasai	-4.31590	20.03235	1	Radio Okapi	0	"-4.315895,20.032347"
11/03/2015	2015	1	Violence against civilians	47	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.15867	29.23860	2	Le Potential (Kinshasa)	0	"-0.158669,29.238599"
12/03/2015	2015	2	Riots/Protests	60	Democratic Republic of Congo	Equateur	Mongala	2.15000	21.51667	1	Radio Okapi	0	"2.15,21.516667"
12/03/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Orientale	Ituri	1.43821	29.84473	2	Radio Okapi	0	"1.43821,29.844725"
13/03/2015	2015	2	Non-violent transfer of territory	12	Democratic Republic of Congo	Sud-Kivu	Bukavu	-2.50000	28.86670	2	Radio Okapi	0	"-2.5,28.8667"
13/03/2015	2015	1	Riots/Protests	15	Democratic Republic of Congo	Bas-Congo	Bas-Fleuve	-5.96660	12.46660	2	Xinhua News Agency - French; Radio Okapi	0	"-5.9666,12.4666"
13/03/2015	2015	1	Riots/Protests	50	Democratic Republic of Congo	Equateur	Mbandaka	0.04677	18.27109	1	Radio Okapi	0	"0.046773,18.271092"
15/03/2015	2015	1	Strategic development	17	Democratic Republic of Congo	Kinshasa	Kinshasa	-4.32500	15.32222	1	Radio Okapi; Agence France Presse; Wal Fadjri (Dakar); Human Rights Watch	0	"-4.325,15.322222"
16/03/2015	2015	1	Battle-No change of territory	13	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.40000	28.81667	2	Radio Okapi	0	"-1.4,28.816667"
16/03/2015	2015	1	Violence against civilians	37	Democratic Republic of Congo	Orientale	Ituri	1.56667	30.25000	2	Radio Okapi	1	"1.566667,30.25"
17/03/2015	2015	1	Battle-No change of territory	38	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.05601	28.98889	1	Radio Okapi	0	"-1.056012,28.988886"
